timestamp,x,y,z,w
1535264504799243,-0.471497,-0.409058,0.465759,0.627197
1535264504820772,-0.471497,-0.409241,0.46582,0.627014
1535264504843391,-0.470886,-0.409424,0.466064,0.627258
1535264504858600,-0.470764,-0.409851,0.466309,0.626892
1535264504882002,-0.470215,-0.409973,0.46698,0.626709
1535264504903506,-0.469177,-0.40979,0.467957,0.626892
1535264504926053,-0.469299,-0.410217,0.468567,0.626038
1535264504970672,-0.469849,-0.410889,0.469421,0.624512
1535264504980198,-0.46875,-0.41095,0.470703,0.624329
1535264504988720,-0.467346,-0.410645,0.472107,0.624512
1535264504998746,-0.467407,-0.411133,0.472839,0.623596
1535264505015791,-0.467896,-0.411682,0.47345,0.622437
1535264505032335,-0.467712,-0.411682,0.474121,0.62207
1535264505058906,-0.466858,-0.41156,0.475281,0.621887
1535264505083472,-0.465576,-0.411804,0.476624,0.621704
1535264505095700,-0.46521,-0.412659,0.476929,0.621094
1535264505114053,-0.465454,-0.412842,0.477051,0.620728
1535264505136612,-0.465088,-0.411621,0.477844,0.621216
1535264505150650,-0.4646,-0.409668,0.478943,0.622009
1535264505173211,-0.464905,-0.407532,0.479919,0.622437
1535264505195935,-0.465637,-0.406006,0.480408,0.622498
1535264505210903,-0.466492,-0.405823,0.480042,0.622314
1535264505233373,-0.466919,-0.406128,0.479492,0.622192
1535264505255930,-0.466858,-0.406738,0.479126,0.62207
1535264505277988,-0.466614,-0.408081,0.478699,0.621704
1535264505293029,-0.465576,-0.408691,0.47876,0.62207
1535264505315589,-0.46405,-0.408691,0.47937,0.622803
1535264505330784,-0.463318,-0.409058,0.479736,0.622742
1535264505353277,-0.462708,-0.409668,0.47998,0.62262
1535264505375749,-0.462097,-0.409912,0.480347,0.62262
1535264505390789,-0.461548,-0.4104,0.480347,0.622681
1535264505413349,-0.461426,-0.410828,0.48053,0.622437
1535264505435944,-0.461121,-0.411011,0.480835,0.622314
1535264505450949,-0.46051,-0.410889,0.481506,0.622314
1535264505473010,-0.459351,-0.410889,0.4823,0.622559
1535264505504592,-0.458374,-0.41095,0.48291,0.622742
1535264505510608,-0.458008,-0.411255,0.483093,0.62262
1535264505533168,-0.45752,-0.411621,0.483337,0.622559
1535264505555764,-0.456726,-0.411804,0.483765,0.622681
1535264505570767,-0.456604,-0.412048,0.483765,0.62262
1535264505593339,-0.456787,-0.41217,0.483704,0.622498
1535264505615947,-0.456909,-0.41217,0.483643,0.622437
1535264505630987,-0.456604,-0.411926,0.483643,0.622864
1535264505653045,-0.456299,-0.411499,0.483521,0.623413
1535264505675615,-0.456299,-0.411255,0.483337,0.623718
1535264505690671,-0.456421,-0.411499,0.482849,0.62384
1535264505713231,-0.456421,-0.411865,0.482422,0.623962
1535264505735839,-0.456238,-0.412048,0.481995,0.624268
1535264505753839,-0.456238,-0.412476,0.481689,0.624268
1535264505773391,-0.456177,-0.412598,0.48175,0.624146
1535264505795950,-0.456238,-0.41217,0.481995,0.624207
1535264505818010,-0.456665,-0.411438,0.4823,0.624084
1535264505833077,-0.457275,-0.410583,0.482605,0.624023
1535264505855609,-0.458191,-0.409729,0.482666,0.62384
1535264505870779,-0.459595,-0.409363,0.482239,0.623352
1535264505893209,-0.460449,-0.408997,0.481934,0.62323
1535264505915957,-0.460754,-0.40863,0.481873,0.623291
1535264505930911,-0.46167,-0.408386,0.481689,0.622925
1535264505953391,-0.462708,-0.408386,0.481384,0.622437
1535264505975947,-0.463623,-0.408142,0.481323,0.621887
1535264505990547,-0.464233,-0.407593,0.481567,0.621643
1535264506013046,-0.465088,-0.407349,0.481445,0.621216
1535264506036125,-0.466187,-0.40741,0.481323,0.620483
1535264506050920,-0.467163,-0.40741,0.481262,0.619812
1535264506073207,-0.468445,-0.407715,0.480835,0.618958
1535264506095766,-0.469971,-0.408081,0.480347,0.617981
1535264506113814,-0.471436,-0.408386,0.479858,0.617004
1535264506134871,-0.473145,-0.408997,0.479248,0.615784
1535264506155926,-0.47522,-0.409912,0.478149,0.61438
1535264506179489,-0.477539,-0.411255,0.476746,0.612793
1535264506194528,-0.480164,-0.412476,0.475464,0.610901
1535264506215585,-0.482361,-0.413391,0.474487,0.609314
1535264506238350,-0.484314,-0.414063,0.473633,0.607971
1535264506254690,-0.485962,-0.414551,0.4729,0.606934
1535264506278836,-0.487366,-0.414856,0.472412,0.605957
1535264506293795,-0.488464,-0.4151,0.472351,0.60498
1535264506314850,-0.488953,-0.414978,0.472656,0.60437
1535264506338411,-0.489258,-0.414673,0.4729,0.604187
1535264506353452,-0.489441,-0.41449,0.473083,0.604004
1535264506374671,-0.489502,-0.414429,0.473267,0.603821
1535264506395942,-0.489563,-0.414612,0.473267,0.603699
1535264506413612,-0.489563,-0.414673,0.473083,0.603821
1535264506434671,-0.489685,-0.414673,0.4729,0.60376
1535264506455724,-0.490051,-0.414734,0.472717,0.603577
1535264506473886,-0.490601,-0.414917,0.472534,0.60321
1535264506496331,-0.490723,-0.415039,0.472534,0.603027
1535264506515884,-0.490601,-0.414978,0.472534,0.603149
1535264506533932,-0.490784,-0.4151,0.472412,0.603027
1535264506555991,-0.491272,-0.415771,0.471924,0.602539
1535264506583062,-0.491516,-0.416077,0.471558,0.602417
1535264506593590,-0.491394,-0.416077,0.471619,0.602478
1535264506616818,-0.491699,-0.41626,0.471497,0.602112
1535264506635913,-0.491699,-0.41626,0.471558,0.602112
1535264506654252,-0.491699,-0.415771,0.471924,0.602234
1535264506676310,-0.491455,-0.414917,0.472656,0.602417
1535264506698872,-0.491211,-0.413757,0.473755,0.6026
1535264506713410,-0.491333,-0.412598,0.474731,0.602478
1535264506735969,-0.492004,-0.411316,0.475586,0.602173
1535264506755816,-0.492615,-0.409424,0.476624,0.602051
1535264506781111,-0.49408,-0.407654,0.477539,0.60144
1535264506796293,-0.496094,-0.406372,0.477966,0.600281
1535264506815701,-0.497986,-0.405457,0.478149,0.599121
1535264506833751,-0.499451,-0.40448,0.478516,0.598267
1535264506856315,-0.500244,-0.403687,0.478882,0.597839
1535264506875865,-0.500732,-0.402588,0.479553,0.597656
1535264506893925,-0.501709,-0.401794,0.47998,0.597046
1535264506916481,-0.502991,-0.401245,0.480286,0.596069
1535264506936020,-0.503662,-0.400635,0.48053,0.595703
1535264506953569,-0.504211,-0.400024,0.480896,0.595398
1535264506976126,-0.504822,-0.399353,0.481323,0.594971
1535264506997222,-0.504944,-0.398926,0.481689,0.594849
1535264507013727,-0.504944,-0.398682,0.481934,0.594788
1535264507036288,-0.505188,-0.398254,0.482239,0.594666
1535264507055842,-0.505371,-0.397705,0.482666,0.594482
1535264507073887,-0.505615,-0.397278,0.483276,0.594055
1535264507095946,-0.506104,-0.39679,0.484009,0.593384
1535264507117001,-0.506409,-0.395691,0.485168,0.592957
1535264507133575,-0.50647,-0.394226,0.486694,0.59259
1535264507156108,-0.506958,-0.393188,0.488037,0.591736
1535264507177163,-0.507996,-0.392151,0.489441,0.590454
1535264507193706,-0.509033,-0.390747,0.491089,0.589111
1535264507216267,-0.509827,-0.389038,0.49292,0.588013
1535264507237897,-0.51062,-0.386841,0.494934,0.587097
1535264507258380,-0.511597,-0.384216,0.497253,0.585999
1535264507275929,-0.512756,-0.381348,0.499756,0.584717
1535264507297516,-0.514404,-0.378784,0.502075,0.583008
1535264507318039,-0.516479,-0.375977,0.504211,0.581055
1535264507336086,-0.518433,-0.373108,0.50647,0.579224
1535264507357188,-0.520325,-0.369812,0.508972,0.577454
1535264507378198,-0.522217,-0.366211,0.51178,0.5755
1535264507396246,-0.524048,-0.362488,0.514587,0.57373
1535264507418809,-0.526001,-0.359009,0.517212,0.571777
1535264507438477,-0.528687,-0.355835,0.519409,0.569275
1535264507456405,-0.531372,-0.352539,0.521606,0.566833
1535264507478998,-0.533386,-0.348999,0.523926,0.565002
1535264507499139,-0.535095,-0.345459,0.526306,0.563293
1535264507516067,-0.536865,-0.34198,0.528564,0.561646
1535264507538124,-0.538391,-0.338379,0.530945,0.56012
1535264507559209,-0.53949,-0.334717,0.533447,0.558838
1535264507575232,-0.540894,-0.33136,0.535706,0.557373
1535264507597786,-0.542664,-0.328369,0.537659,0.555481
1535264507619679,-0.544739,-0.3255,0.539673,0.553284
1535264507635202,-0.54657,-0.32251,0.541809,0.551086
1535264507657769,-0.548401,-0.319275,0.544128,0.548889
1535264507678923,-0.550415,-0.315796,0.546448,0.546509
1535264507695364,-0.552856,-0.3125,0.548584,0.543762
1535264507725541,-0.555237,-0.308899,0.550903,0.541077
1535264507739079,-0.557495,-0.305176,0.553223,0.538513
1535264507755525,-0.559387,-0.301514,0.555786,0.53595
1535264507778083,-0.561462,-0.297913,0.558472,0.532959
1535264507799176,-0.563354,-0.293945,0.561279,0.530273
1535264507815181,-0.564941,-0.289734,0.564209,0.527771
1535264507837741,-0.566284,-0.285156,0.567383,0.525452
1535264507858795,-0.56781,-0.280701,0.570435,0.522888
1535264507875341,-0.569763,-0.276489,0.573303,0.519836
1535264507897932,-0.571899,-0.272461,0.575867,0.516846
1535264507918979,-0.57373,-0.268188,0.578308,0.514282
1535264507943025,-0.575562,-0.263855,0.580872,0.511536
1535264507957560,-0.577637,-0.259827,0.583679,0.508057
1535264507979145,-0.579407,-0.255493,0.58667,0.504822
1535264508002678,-0.580994,-0.250916,0.589417,0.502136
1535264508017718,-0.582581,-0.246216,0.592163,0.499268
1535264508038800,-0.584412,-0.241821,0.595093,0.49585
1535264508055320,-0.586365,-0.237488,0.597839,0.49231
1535264508085400,-0.588135,-0.233154,0.600281,0.489258
1535264508098987,-0.589539,-0.228455,0.602722,0.486816
1535264508116037,-0.591125,-0.223877,0.605225,0.483826
1535264508138068,-0.592957,-0.21991,0.607727,0.480347
1535264508159097,-0.594482,-0.215881,0.609924,0.477417
1535264508175196,-0.595703,-0.211487,0.612244,0.474976
1535264508204215,-0.597412,-0.207214,0.614441,0.471802
1535264508218806,-0.599182,-0.203369,0.616699,0.468262
1535264508234812,-0.600647,-0.199524,0.618774,0.465271
1535264508257857,-0.602173,-0.195557,0.620789,0.462402
1535264508278966,-0.603943,-0.191589,0.622864,0.458862
1535264508294957,-0.605957,-0.187866,0.624939,0.454895
