timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1535252460611570,0,40,4,-1,1,3,1,0
1535252460611570,-2,31,-1,5,-2,-1,0,0
1535252460612874,1,53,4,-7,-4,-1,-3,-1
1535252460612874,0,-10,-9,-15,-8,-4,-4,0
1535252460633669,-1,-76,-2,-1,0,-3,-2,-1
1535252460633669,0,-44,1,1,2,5,1,0
1535252460635638,2,15,-1,2,-2,-3,0,0
1535252460635638,-3,-36,-2,-5,1,1,1,1
1535252460647674,0,9,1,6,-1,-1,-2,-1
1535252460647674,-1,6,-7,-7,-3,-5,-1,-2
1535252460656701,-2,6,-5,1,-4,-1,-1,-1
1535252460656701,0,8,3,5,2,4,1,-1
1535252460671780,0,-27,-2,-8,-1,1,0,0
1535252460671780,1,-5,4,-2,0,1,-1,1
1535252460672732,-2,16,-4,0,-5,-3,0,0
1535252460672732,0,38,0,1,-1,-1,-1,1
1535252460693788,2,-13,-7,-9,-1,5,4,0
1535252460693788,-1,2,2,1,1,-2,-2,0
1535252460695794,0,14,5,1,2,-4,-1,0
1535252460695794,-1,-1,0,-3,-1,3,2,0
1535252460707826,-1,-16,-4,1,0,-1,-1,-1
1535252460707826,-1,0,-5,5,-3,-6,-3,1
1535252460722865,-2,-5,0,-1,-1,4,-2,-1
1535252460722865,3,4,2,2,-2,-2,0,0
1535252460731890,-1,14,3,-3,3,2,0,-1
1535252460731890,1,5,-1,8,3,-1,-2,-1
1535252460732894,0,-4,1,3,1,-2,0,-1
1535252460732894,-1,-1,3,-8,-3,-1,1,0
1535252460753947,-2,16,3,6,1,-1,-4,-2
1535252460753947,0,-5,0,-4,-2,0,1,-1
1535252460754951,-1,-10,-3,-2,-1,-2,-1,0
1535252460754951,0,8,0,0,-2,-1,4,-1
1535252460776007,3,12,-2,-5,-1,1,0,0
1535252460776007,-1,-7,0,0,2,2,0,-2
1535252460778011,1,2,7,4,-1,3,1,-2
1535252460778011,0,7,-7,-2,-1,-6,-2,-2
1535252460799067,1,4,1,-2,1,0,-2,1
1535252460799067,-1,-6,-3,-1,-2,0,2,-1
1535252460800070,0,2,-3,-1,-2,-1,-2,-1
1535252460800070,0,-1,1,3,1,-1,-2,0
1535252460814107,1,-3,-2,-12,-3,-4,0,0
1535252460814107,-1,-7,4,4,-2,0,-1,-2
1535252460815112,0,-6,-2,2,1,0,0,0
1535252460815112,-1,-19,2,-6,-3,-4,-2,-1
1535252460827144,1,2,3,13,1,2,2,1
1535252460827144,0,5,4,0,3,2,1,0
1535252460842182,0,14,-1,4,1,2,1,1
1535252460842182,-2,17,-1,-2,2,2,-5,-1
1535252460851373,-1,7,-1,2,-4,-3,3,-2
1535252460851373,-1,-10,-3,-4,-1,1,0,2
1535252460853213,0,-9,0,-3,-1,-3,-1,-1
1535252460853213,0,-20,-7,-5,-4,-3,-1,0
1535252460874267,-2,-6,-1,-2,-2,-2,0,-1
1535252460874267,-1,-6,-2,-3,-3,-3,2,-1
1535252460875338,-1,2,-2,-9,-2,-2,-3,-2
1535252460875338,-1,7,2,4,2,-1,-1,-3
1535252460887303,1,3,-6,4,3,4,-1,-1
1535252460887303,1,-2,-1,0,-1,1,-1,0
1535252460896336,0,-4,1,0,-3,-1,0,0
1535252460896336,-2,-11,-2,1,-2,-4,-3,-3
1535252460911369,-1,3,2,-1,-3,-1,0,-1
1535252460911369,-1,1,-4,-5,-4,-1,-2,-1
1535252460913373,0,-9,-1,-6,-2,-1,0,-1
1535252460913373,-1,4,0,12,2,3,1,-1
1535252460933424,0,4,-1,-3,0,-1,0,0
1535252460933424,-1,4,-2,1,1,-4,0,0
1535252460935432,0,22,0,-1,0,7,3,-1
1535252460935432,0,2,1,0,-2,2,2,0
1535252460947464,-2,-3,1,-3,-4,-2,-5,0
1535252460947464,0,6,-3,-2,0,-2,-1,-1
1535252460956537,1,0,1,1,3,1,3,-1
1535252460956537,1,8,3,-1,0,4,2,0
1535252460970523,0,1,-2,1,-1,0,1,-1
1535252460970523,-1,-12,0,-3,-4,-10,-10,-1
1535252460977543,-1,-11,-2,-1,-2,4,2,0
1535252460977543,-1,4,1,0,2,2,2,0
1535252460993585,1,11,-1,-1,-1,0,-2,-2
1535252460993585,-3,3,-6,-5,-2,1,0,0
1535252460995637,-2,-3,-8,-5,-2,-6,-4,-3
1535252460995637,1,1,-3,-2,-1,-3,-1,0
1535252461007686,0,0,1,0,-4,-2,-2,-2
1535252461007686,1,2,-2,-3,1,2,1,-1
1535252461016648,-3,-10,1,2,0,-3,0,0
1535252461016648,-2,-3,2,0,1,-5,-2,-1
1535252461038754,-4,-8,-4,-3,0,2,0,-1
1535252461038754,1,4,1,5,1,4,3,-2
1535252461040710,0,-12,-1,0,-3,-4,-6,-1
1535252461040710,0,-3,-1,-2,-3,0,4,-2
1535252461053797,1,9,5,5,3,0,-1,0
1535252461053797,-2,-12,-2,-4,-2,0,3,2
1535252461055801,3,13,3,4,4,-4,-7,0
1535252461055801,-1,3,-2,-8,-4,4,6,1
1535252461067786,0,-7,-3,1,0,0,0,0
1535252461067786,1,5,3,2,2,3,2,-3
1535252461076810,-1,1,-3,-2,-2,-3,-2,1
1535252461076810,-2,-19,-1,-1,0,-1,-3,0
1535252461091853,-1,-4,-2,-4,-4,-3,0,0
1535252461091853,1,6,-1,1,-2,-2,-1,0
1535252461092850,-1,-3,1,-2,0,-4,-1,-1
1535252461092850,0,-3,-5,0,0,5,2,0
1535252461113940,1,-1,5,3,5,3,1,-2
1535252461113940,0,-3,1,2,1,0,-2,-2
1535252461115911,0,-9,0,0,-3,1,0,-1
1535252461115911,-1,-3,-4,-4,-3,-3,-3,1
1535252461127943,-1,1,-1,-2,-4,-7,-2,1
1535252461127943,1,5,1,-1,-2,3,-1,0
1535252461135964,-2,0,-2,0,2,1,0,-1
1535252461135964,1,9,7,1,7,2,-2,-2
1535252461151005,-2,-19,-7,1,-3,-3,-2,-2
1535252461151005,1,-1,1,-2,-2,-5,-3,0
1535252461157101,-2,4,-2,-2,-3,2,3,-1
1535252461157101,0,-4,-4,0,-3,-1,-3,-1
1535252461174184,-2,-5,-3,-5,0,1,1,1
1535252461174184,-2,-1,4,3,1,0,-1,0
1535252461175069,0,10,-1,3,3,2,-1,-1
1535252461175069,0,7,-4,-2,-5,-2,1,0
1535252461187137,-1,1,6,4,1,-1,-1,0
1535252461187137,0,-18,-1,-1,1,0,3,0
1535252461196157,-2,-21,3,1,1,1,0,0
1535252461196157,0,-3,1,1,5,2,-2,-1
1535252461210163,0,12,-1,-2,-2,-3,1,0
1535252461210163,0,6,-2,1,-2,3,1,0
1535252461219186,1,-7,-5,-3,-4,-2,0,1
1535252461219186,-2,6,0,0,-2,-2,-2,-2
1535252461234262,0,9,-3,-2,0,0,-2,-1
1535252461234262,-3,25,0,-3,-1,-2,-5,-1
1535252461235253,1,5,0,0,-1,1,6,0
1535252461235253,-1,4,-1,0,0,-4,-1,-2
1535252461247297,-1,68,1,-2,-1,3,0,0
1535252461247297,0,-11,-9,-6,-3,-2,-3,-2
1535252461256289,-2,-3,-3,-1,1,0,-2,-1
1535252461256289,0,-15,-2,2,1,-1,0,2
1535252461270437,-2,-28,-3,-1,0,1,1,0
1535252461270437,0,-5,0,1,1,-2,0,-1
1535252461277344,1,-7,2,0,-2,-1,0,0
1535252461277344,-2,-22,-3,-2,-3,-4,-3,-2
1535252461294390,-1,-11,-4,-2,0,-1,-4,0
1535252461294390,-2,-5,2,0,0,-2,1,0
1535252461295389,-1,-10,0,0,-1,-1,-2,-1
1535252461295389,0,17,3,2,1,0,-1,-1
1535252461316481,-1,-24,-4,-4,-2,-3,-2,0
1535252461316481,-4,6,-6,-2,-1,-1,0,-1
1535252461317450,-2,-6,-6,-6,-3,-1,1,0
1535252461317450,1,16,1,2,0,0,-2,-1
1535252461330609,-2,-2,-3,-2,-4,-3,-1,-2
1535252461330609,0,-11,3,1,1,1,1,1
1535252461345527,0,-8,-3,-2,-2,-1,-1,-1
1535252461345527,1,13,1,1,-2,-2,-1,-2
1535252461353545,-1,-28,1,-2,1,1,1,1
1535252461353545,0,8,5,1,-1,-3,0,0
1535252461355548,-1,5,3,0,-1,0,-2,-1
1535252461355548,-1,-1,8,3,1,2,-1,2
1535252461376607,-1,-10,-2,-1,-2,-2,0,1
1535252461376607,-1,-8,-1,-2,-2,1,2,0
1535252461377607,0,22,2,2,3,-2,-3,-2
1535252461377607,0,-24,-2,-2,-1,-1,1,1
1535252461390677,0,-11,-10,-8,-3,-2,-3,-1
1535252461390677,1,9,2,-1,1,-1,-1,0
1535252461397812,-1,0,-1,-1,0,-1,-2,-1
1535252461397812,-2,5,-2,-1,-2,-1,-1,0
1535252461413975,2,36,11,11,2,0,-1,0
1535252461413975,-3,-13,-2,-2,-1,-3,-1,-2
1535252461415713,0,-9,-1,-2,-2,-1,1,0
1535252461415713,0,11,-1,1,2,2,0,0
1535252461436801,1,-12,-1,-2,0,2,-1,-1
1535252461436801,3,-8,2,2,-2,-1,0,-1
1535252461437772,-1,4,0,1,-1,-1,-3,0
1535252461437772,0,-2,-3,-2,-4,-1,-1,1
1535252461450808,-1,25,2,0,-2,1,1,-1
1535252461450808,-2,-1,-1,2,2,0,-2,0
1535252461457867,0,-3,-1,-5,-3,-1,-1,-1
1535252461457867,-1,-22,-4,-2,-1,1,-1,1
1535252461473905,-1,6,-1,-1,-1,-2,0,-3
1535252461473905,1,-3,-2,-2,-2,1,1,1
1535252461475870,-1,1,1,2,2,0,-1,-3
1535252461475870,-1,-3,-6,-4,-3,-4,-2,-1
1535252461495962,-3,4,-3,-1,1,2,-1,-3
1535252461495962,1,5,2,3,0,0,-2,-2
1535252461498039,1,-22,2,3,4,3,3,2
1535252461498039,-2,-8,-1,-3,-2,-3,-1,-2
1535252461510330,-1,-16,0,1,0,2,0,0
1535252461510330,-2,-4,-4,-2,-1,-3,-1,0
1535252461518988,0,-3,1,0,0,0,1,1
1535252461518988,1,-3,0,0,-1,-3,-2,-1
1535252461534034,1,-2,1,1,-3,-2,0,0
1535252461534034,-2,0,-3,-2,-1,1,-1,0
1535252461535026,-2,-18,-6,-3,-2,-4,-2,0
1535252461535026,-1,13,0,1,2,0,0,-1
1535252461556308,0,0,6,3,2,-1,-1,1
1535252461556308,-2,-2,-9,-6,-6,-5,-2,-1
1535252461564384,-1,6,-1,0,-3,0,0,-1
1535252461564384,0,11,-2,0,0,2,-1,-2
1535252461570121,1,-5,-1,1,4,4,0,1
1535252461570121,1,17,8,10,9,2,2,1
1535252461579145,0,-19,0,0,-4,0,-1,0
1535252461579145,-2,-15,-6,-5,-4,-2,0,-2
1535252461594242,1,22,5,2,-1,-1,-1,-1
1535252461594242,-2,-1,1,-2,-4,1,0,-2
1535252461595186,0,8,3,1,-1,-2,-1,-1
1535252461595186,1,3,7,4,4,4,1,-1
1535252461616320,1,9,-4,-1,-2,-1,-2,-1
1535252461616320,-1,-16,-6,-6,-4,0,0,0
1535252461618251,0,4,0,0,-1,-3,-1,-1
1535252461618251,1,-8,-1,-1,-3,0,1,1
1535252461630314,-3,-9,0,4,3,0,0,-1
1535252461630314,-2,-20,2,-2,-1,0,0,0
1535252461646569,0,-5,3,0,1,0,-3,0
1535252461646569,1,1,0,0,-1,0,-1,0
1535252461654343,-1,-9,-7,-7,-6,-4,-3,-3
1535252461654343,0,2,-1,0,-2,-1,-1,-1
1535252461655346,-1,-11,-5,1,2,-2,0,-2
1535252461655346,1,0,-1,2,2,-2,-2,-1
1535252461676402,1,12,6,6,1,1,0,1
1535252461676402,-1,-15,0,-5,-2,-3,-2,-1
1535252461677406,0,-9,-5,-7,-4,-1,-2,-1
1535252461677406,-1,2,2,-3,-5,-3,0,1
1535252461690442,-1,6,1,-2,0,-1,0,-2
1535252461690442,0,9,2,6,5,3,1,-1
1535252461697494,0,4,0,2,2,3,1,1
1535252461697494,-1,12,1,0,1,0,-2,-2
1535252461713550,-2,-6,-7,-5,-4,-2,0,0
1535252461713550,-1,-2,-5,-2,-3,-4,-2,0
1535252461715506,0,7,5,3,0,-2,-2,-2
1535252461715506,1,14,-1,2,2,4,1,0
1535252461736611,-2,-14,-4,-3,-1,-1,-1,0
1535252461736611,0,24,3,2,2,1,-2,0
1535252461737563,2,15,-4,-2,-5,-3,0,0
1535252461737563,-3,-10,-9,-6,-7,-6,-3,0
1535252461749647,2,3,2,3,4,3,0,-2
1535252461749647,1,12,3,1,-2,3,1,1
1535252461758622,1,-1,2,0,-2,-3,0,-1
1535252461758622,-2,-9,2,-1,2,1,0,-1
1535252461773662,-3,-5,0,-4,-5,-1,0,-2
1535252461773662,-1,-4,-5,-3,-4,-4,-4,-1
1535252461775667,-3,-12,-5,-3,0,0,-4,-2
1535252461775667,0,-17,-4,-3,2,4,5,1
1535252461796755,-1,5,-1,-1,-1,-1,0,0
1535252461796755,-1,-9,0,-1,-3,-4,-1,-2
1535252461797725,-1,7,1,0,-2,-3,0,-2
1535252461797725,-1,2,4,3,1,4,-2,0
1535252461809756,1,10,3,2,2,-3,-1,0
1535252461809756,-1,-25,-8,-6,-5,-3,-1,1
1535252461818781,1,3,-4,-3,0,0,-1,0
1535252461818781,0,1,1,3,4,-1,0,0
1535252461833870,0,-7,-2,-2,1,-2,-2,0
1535252461833870,1,5,0,0,2,3,-1,-1
1535252461835829,-1,-14,3,1,-3,-3,-2,-1
1535252461835829,0,1,-1,-1,-1,-2,-2,-2
1535252461863938,0,-1,-1,2,1,2,0,1
1535252461863938,-1,3,0,0,1,-1,0,0
1535252461865911,0,-1,-4,-5,-2,0,-1,-2
1535252461865911,-4,1,0,2,-1,-2,1,-1
1535252461869953,5,-4,-2,-4,-2,0,1,3
1535252461869953,-4,-8,-2,-1,-2,2,-3,-2
1535252461885999,-2,-9,-3,-1,-1,0,0,1
1535252461885999,-1,8,-3,-2,-2,-2,-1,-2
1535252461894167,-1,-6,-1,-2,-1,0,-3,0
1535252461894167,1,-4,1,0,0,-5,-1,0
1535252461894988,-2,-7,-5,-3,-2,2,1,-1
1535252461894988,1,1,0,-1,-2,-4,-2,0
1535252461916082,-2,0,0,0,-2,-1,-2,-2
1535252461916082,1,4,-2,-4,-5,-2,0,0
1535252461918049,0,-2,3,4,3,-1,-1,0
1535252461918049,1,-3,3,2,4,0,2,2
1535252461930117,-3,-6,-1,-2,-1,1,1,-2
1535252461930117,-1,-7,3,1,2,1,1,1
1535252461939142,-1,-9,-4,-5,-4,-3,0,1
1535252461939142,-1,-4,-3,-3,-2,0,-3,-2
1535252461954184,-4,-6,-1,-1,-2,-4,-3,-3
1535252461954184,-2,1,0,1,1,-1,0,0
1535252461955144,2,-7,1,-2,-1,2,1,1
1535252461955144,-1,4,4,0,-4,-4,-1,-1
1535252461976200,-3,3,-6,-4,-4,-4,-1,-3
1535252461976200,0,-3,1,4,4,4,0,0
1535252461978291,-1,-5,1,1,2,-1,-1,0
1535252461978291,0,-6,-6,-2,-2,-1,-1,-2
1535252461990277,0,-8,1,0,-1,0,0,2
1535252461990277,0,-12,-3,-2,-4,-4,-2,-1
1535252461999264,-1,7,3,4,3,1,1,-1
1535252461999264,0,1,2,2,2,1,1,0
1535252462014308,-1,-17,-5,-3,-3,-3,-1,-1
1535252462014308,1,2,0,1,2,2,0,0
1535252462015490,1,4,2,1,1,-3,1,-2
1535252462015490,-1,-7,1,-1,-1,-1,-2,1
1535252462036399,1,6,1,1,-2,0,-1,0
1535252462036399,-3,-22,-7,-5,-3,-6,0,0
1535252462038366,-1,-17,-2,0,1,3,0,0
1535252462038366,-1,-12,-1,-4,-3,-3,-4,-2
1535252462050429,0,1,-4,-4,0,0,-1,-1
1535252462050429,1,18,-4,-4,-5,-2,0,0
1535252462059420,-3,7,0,1,0,0,-1,-3
1535252462059420,-1,-5,-6,1,-1,1,2,0
1535252462073511,0,11,0,-1,-3,-2,-4,0
1535252462073511,0,2,1,1,0,1,-1,-2
1535252462080522,0,-5,0,-1,-1,0,0,1
1535252462080522,-2,-9,-1,-1,-3,-2,1,1
1535252462096627,0,20,4,4,5,3,1,-1
1535252462096627,1,10,4,3,2,-1,-1,-1
1535252462097527,-1,5,-1,-2,-1,-2,-1,0
1535252462097527,2,16,1,-1,-1,-1,-1,-2
1535252462109591,2,-5,3,1,1,-3,2,1
1535252462109591,-1,5,4,3,7,9,2,1
1535252462118688,-3,-16,-5,-6,-4,-5,0,0
1535252462118688,-1,9,3,-1,-2,-1,1,1
1535252462141761,-2,30,3,2,0,-3,-2,-2
1535252462141761,0,-2,-7,-4,-2,0,-1,0
1535252462142723,1,5,0,2,1,1,0,-1
1535252462142723,0,6,0,0,1,0,-1,0
1535252462156783,-1,-4,-3,-5,-6,-3,0,0
1535252462156783,-2,-11,-1,-3,-2,0,3,-1
1535252462157682,-1,23,1,-2,-4,-3,-3,-3
1535252462157682,-2,1,-1,-4,-7,-6,-4,-2
1535252462169823,1,-6,1,4,6,1,3,1
1535252462169823,2,1,0,0,-2,-1,-3,-1
1535252462178739,-1,-6,0,-2,-2,-2,0,-2
1535252462178739,1,14,1,6,8,7,3,1
1535252462192777,-3,6,-2,-3,-6,-5,-3,-2
1535252462192777,0,6,1,-2,-6,-9,-4,-2
1535252462199857,2,-5,5,5,8,8,5,2
1535252462199857,-1,-3,0,-1,2,3,0,0
1535252462216840,-1,-11,-5,-4,-4,0,0,-1
1535252462216840,0,7,1,0,-2,0,-1,0
1535252462218164,-2,0,-7,-8,-5,-3,-2,-1
1535252462218164,-2,-17,-5,-2,0,1,2,-1
1535252462229875,-1,-23,4,2,5,3,0,0
1535252462229875,-2,-6,-3,-8,-4,-5,-3,1
1535252462238900,1,1,-4,-2,-7,-5,-4,-1
1535252462238900,-1,2,1,2,3,1,0,-2
1535252462252941,0,13,-2,3,5,0,3,2
1535252462252941,-2,-9,-5,0,0,1,0,-1
1535252462260151,-1,-17,-2,1,2,2,2,3
1535252462260151,1,-2,-4,-3,-5,-3,-1,-1
1535252462276588,-2,7,3,2,0,0,-2,0
1535252462276588,0,1,0,1,-1,-1,-1,-3
1535252462278004,0,-4,2,-5,-6,-3,-1,0
1535252462278004,-1,-2,3,-1,-2,-4,-4,0
1535252462299096,1,-15,5,-3,3,4,0,1
1535252462299096,-2,9,6,13,2,-1,-1,0
1535252462300585,-2,2,-4,-9,-8,-7,-2,-1
1535252462300585,1,10,3,3,2,0,0,0
1535252462313099,-1,-20,-6,-8,-1,1,0,-1
1535252462313099,0,-4,0,5,4,5,5,0
1535252462320115,0,-3,0,2,-2,-2,-1,-1
1535252462320115,-1,6,-3,-6,-6,-4,-2,-4
1535252462336263,-1,-9,-2,3,-1,0,-1,-1
1535252462336263,-1,9,0,-3,-1,-2,-2,0
1535252462338165,-2,6,-4,-2,-1,1,1,0
1535252462338165,-1,4,-2,-13,-7,-4,-3,0
1535252462359224,1,2,-2,10,2,-1,-2,-2
1535252462359224,-1,-14,0,4,2,0,0,0
1535252462360369,1,-18,-2,-1,0,-4,-1,-1
1535252462360369,0,-25,-2,5,3,3,2,0
1535252462373368,-2,-15,-4,-3,5,6,3,-1
1535252462373368,1,4,3,-5,-6,-2,-2,-1
1535252462380382,-1,11,4,-6,-7,-2,-3,0
1535252462380382,1,13,1,3,-4,-10,-6,-3
1535252462396320,-2,-36,1,-1,7,11,7,4
1535252462396320,-3,-7,-3,-7,-2,0,1,-1
1535252462398322,1,-5,0,9,5,4,1,-1
1535252462398322,-1,-8,-2,0,-3,-8,-5,0
1535252462418376,0,12,0,8,-2,-8,-7,-4
1535252462418376,0,-10,5,27,10,9,3,1
1535252462420381,-2,3,-6,-35,1,1,0,-1
1535252462420381,-1,-25,-12,-16,-7,-1,0,0
1535252462441438,1,25,0,5,-19,-10,-7,-2
1535252462441438,0,-27,-9,-21,-1,0,3,1
1535252462443445,-2,-1,2,19,11,3,0,-1
1535252462443445,-2,8,3,7,3,5,1,-2
1535252462456516,-1,11,-2,-23,-8,-4,-4,-1
1535252462456516,1,-2,-8,0,-6,-8,-5,-2
1535252462462493,-2,-13,-3,9,-5,-1,-2,-1
1535252462462493,0,-7,-7,-10,-1,-1,-2,1
1535252462495581,-2,8,-2,-2,-4,-4,-2,-2
1535252462495581,0,20,1,2,4,2,2,-3
1535252462497592,-1,8,-1,-2,3,-2,0,-2
1535252462497592,-2,2,3,7,4,4,2,-2
1535252462498590,-2,-2,2,5,5,3,1,-2
1535252462498590,0,-4,3,-1,-1,-2,-2,1
1535252462516782,1,34,2,7,-1,3,-2,0
1535252462516782,-1,29,-6,-3,-11,-8,-4,-1
1535252462517745,0,60,2,-3,1,0,3,-1
1535252462517745,-3,35,2,2,8,2,3,-2
1535252462519644,-2,33,4,19,-4,-2,-1,0
1535252462519644,0,37,0,-18,-1,1,-1,0
1535252462538737,-1,22,-8,-15,-13,-8,-7,-1
1535252462538737,0,45,4,13,-1,3,2,0
1535252462540702,-2,22,-8,-7,4,5,3,0
1535252462540702,0,37,4,9,7,3,1,-1
1535252462552806,0,19,0,-1,0,3,1,1
1535252462552806,-1,47,-3,-11,-14,-11,-8,-4
1535252462561757,0,36,3,5,4,5,2,0
1535252462561757,0,22,-1,-19,-2,1,0,1
1535252462576799,-2,24,4,29,13,4,-1,-1
1535252462576799,2,39,0,0,-2,-3,-3,0
1535252462577800,-3,17,-1,-9,-7,-5,-2,-1
1535252462577800,2,39,10,36,11,5,2,-1
1535252462598858,0,24,-6,-25,-2,-2,-1,-3
1535252462598858,0,17,1,-10,-5,-6,-3,-2
1535252462600863,-2,14,0,2,1,1,0,-1
1535252462600863,-2,18,4,1,-1,6,4,0
1535252462612893,-1,17,-3,-6,-7,-2,-1,0
1535252462612893,-2,6,-6,6,1,-3,1,-1
1535252462621949,3,12,0,-3,2,-3,-5,-1
1535252462621949,-2,4,1,-3,-12,-7,-4,-2
1535252462636531,1,-1,-5,20,5,5,1,0
1535252462636531,-2,-9,-8,-25,0,0,-4,0
1535252462638014,2,-7,0,11,0,-5,-2,0
1535252462638014,1,5,-1,8,4,-1,0,0
1535252462659016,0,4,4,-4,-7,-1,0,-1
1535252462659016,-2,0,0,-5,-7,-2,-1,-2
1535252462660020,0,7,-1,-10,-4,-5,-3,-2
1535252462660020,-2,-1,-4,1,3,0,2,-2
1535252462672103,0,-8,4,4,12,4,4,-1
1535252462672103,-2,5,6,6,2,1,0,0
1535252462681107,-2,-11,6,15,-6,0,0,-2
1535252462681107,-1,-15,-9,-25,2,0,0,0
1535252462697119,-3,-9,7,-3,-7,-4,-3,1
1535252462697119,-1,-12,-9,11,-1,-1,1,-3
1535252462698127,1,0,-2,-10,-3,-8,-7,-2
1535252462698127,0,-8,1,15,8,5,4,0
1535252462719247,0,11,1,6,3,4,3,2
1535252462719247,-3,-5,-2,-8,-2,2,-2,2
1535252462720183,1,3,1,-11,-6,-4,-2,-1
1535252462720183,0,1,1,2,-1,-2,-2,-1
1535252462732215,0,4,-2,-7,-2,-5,-4,-4
1535252462732215,0,-35,-1,-4,-7,-2,-3,0
1535252462741243,-1,-11,-5,-1,7,6,6,0
1535252462741243,-2,-12,-1,-1,-3,-4,-2,-1
1535252462756349,1,12,0,-16,-1,-2,-1,1
1535252462756349,0,-9,2,15,2,-1,-1,1
1535252462758287,-2,-23,-5,9,-1,-3,-3,-1
1535252462758287,-1,8,4,6,-4,1,-1,-1
1535252462779341,-1,-7,-5,-17,9,2,3,2
1535252462779341,2,-6,0,5,1,-2,1,1
1535252462780340,0,-3,-1,-8,-4,1,0,2
1535252462780340,-2,-20,-12,-9,-2,-2,-2,-1
1535252462792478,1,-7,-3,2,-11,-3,-4,-1
1535252462792478,-1,-8,2,0,8,6,5,0
1535252462801398,0,13,-1,-4,-1,-1,1,-2
1535252462801398,1,19,3,-3,-7,-9,-5,0
1535252462816520,-3,-8,-1,11,8,8,2,0
1535252462816520,0,10,0,-13,-3,-2,0,-1
1535252462817438,-2,7,-1,-11,-2,3,0,-2
1535252462817438,-1,5,6,21,-3,1,2,1
1535252462838494,-5,-28,-4,-2,-7,-6,-3,-2
1535252462838494,2,4,3,3,4,-1,-2,0
1535252462840499,-1,-2,-3,11,5,0,1,0
1535252462840499,0,4,1,-9,-2,-2,1,0
1535252462852531,-3,25,5,9,3,-1,-2,-2
1535252462852531,-1,14,0,-6,0,3,1,0
1535252462861555,0,-6,-5,-2,-2,-1,1,2
1535252462861555,-1,9,-4,-5,-1,-2,-3,-1
1535252462876603,1,0,6,8,-3,-1,1,0
1535252462876603,-4,-13,-9,-18,-2,2,-1,-2
1535252462877789,0,15,6,0,-9,-2,-1,-2
1535252462877789,0,-11,-3,-15,1,4,0,1
1535252462898692,1,10,-2,27,8,-1,-2,-1
1535252462898692,1,6,7,9,-1,-1,-1,-2
1535252462900659,0,-8,-3,-12,-6,-1,-3,0
1535252462900659,0,10,0,3,-2,1,0,-2
1535252462912695,-2,-3,-3,-8,-4,-5,-3,-2
1535252462912695,-2,8,-3,-2,-1,-1,-1,-3
1535252462921721,-1,9,2,10,7,2,1,-1
1535252462921721,-1,5,-2,-5,-5,-3,-3,-1
1535252462936793,-1,-12,-3,-2,0,1,1,0
1535252462936793,1,15,-3,-6,-4,-1,-1,0
1535252462937764,0,-20,3,-7,1,-1,-1,1
1535252462937764,0,-6,-6,4,1,0,-1,-1
1535252462974897,-1,1,-4,-9,-4,-2,0,-2
1535252462974897,-1,7,2,1,1,-1,0,-1
1535252462975865,0,-6,2,8,4,3,1,-1
1535252462975865,-3,-18,2,3,3,3,0,1
1535252462976934,-2,-2,-8,-6,-3,-2,0,-1
1535252462976934,0,-11,-2,-2,-4,-2,-3,1
1535252462988897,-1,-3,2,-4,2,0,0,0
1535252462988897,-1,-13,0,-4,-4,-4,-1,-2
1535252462995916,1,-9,-1,-2,-4,0,0,2
1535252462995916,-1,-8,-2,4,5,1,-1,0
1535252463002937,-1,1,-3,-4,-3,-3,-2,-3
1535252463002937,-5,-10,0,-1,2,0,-1,-1
1535252463019011,1,20,4,2,-4,-2,-4,-4
1535252463019011,-1,-22,-5,-5,-4,-2,0,0
1535252463019981,-1,-13,-3,6,2,-2,0,1
1535252463019981,2,13,-1,-7,0,-1,0,0
1535252463041067,-1,11,2,8,2,0,-1,0
1535252463041067,0,-10,2,-2,-4,2,0,-1
1535252463043038,-1,2,4,-8,1,0,-1,0
1535252463043038,3,-5,4,16,10,0,4,2
1535252463056152,-2,-28,-6,-8,-3,-1,0,0
1535252463056152,1,5,1,2,-1,-1,0,0
1535252463062119,-2,-33,-6,-6,-5,-1,-2,0
1535252463062119,-1,-1,-5,-2,-4,0,-3,-1
1535252463078134,1,12,-3,-3,1,1,0,0
1535252463078134,1,-15,-3,3,2,-1,-1,0
1535252463086221,1,121,-1,3,0,1,0,-1
1535252463086221,0,77,2,3,-1,0,0,0
1535252463092480,-1,26,0,0,-1,-2,1,1
1535252463092480,-2,-19,1,1,-5,-1,0,0
1535252463101192,0,-54,-6,0,-3,-4,-2,-2
1535252463101192,0,-42,5,3,5,3,0,-1
1535252463116233,0,-62,-4,-8,-2,-2,0,0
1535252463116233,0,-25,4,12,3,1,0,-1
1535252463122283,-2,-30,1,20,2,0,0,-2
1535252463122283,0,-15,-3,-5,-1,-2,-3,-2
1535252463139409,1,-16,0,-1,0,-4,1,1
1535252463139409,-1,-11,2,-6,-1,3,0,0
1535252463140297,-1,4,3,4,2,-2,-1,-2
1535252463140297,0,-19,0,-2,0,1,-1,0
1535252463152363,0,-7,0,-2,-2,0,0,-1
1535252463152363,0,12,-5,-6,-3,-2,-2,-2
1535252463161377,0,-8,3,-3,-1,-2,1,1
1535252463161377,-3,-15,-4,-5,-5,-4,-2,-1
1535252463175500,-3,-7,0,-4,-1,-1,-2,-1
1535252463175500,-1,12,-2,1,4,-3,1,-1
