timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1535251498852272,-5,-13,44,-12,-5,-2,-4,-3
1535251498852272,-2,0,48,0,-1,-4,-1,-2
1535251498852774,0,-1,-29,-4,-2,-3,-2,-2
1535251498852774,4,9,10,2,1,1,2,2
1535251498866616,3,9,-21,14,5,2,3,2
1535251498866616,-7,-9,-21,-36,-8,-5,-5,-5
1535251498867312,7,4,-28,3,5,6,5,4
1535251498867312,-9,-3,119,23,-7,-6,-7,-8
1535251498889370,-1,-4,-9,3,-2,-1,-2,-1
1535251498889370,-1,-6,-49,-12,-1,0,1,0
1535251498890375,6,16,70,13,-1,1,1,2
1535251498890375,0,-8,62,-13,1,1,2,0
1535251498911931,1,-3,10,-20,0,0,1,0
1535251498911931,-1,-4,14,10,0,-4,-2,-1
1535251498912934,1,1,5,-5,2,2,0,1
1535251498912934,3,5,28,8,-1,0,-1,2
1535251498926483,-3,-3,33,9,-1,-3,-4,-1
1535251498926483,5,3,-17,-2,2,4,3,2
1535251498926971,-2,4,42,11,0,-1,-1,-2
1535251498926971,8,22,66,17,5,3,4,3
1535251498949531,-5,-6,-9,-21,-7,-3,-3,-3
1535251498949531,-2,-2,6,8,-2,-1,-1,-2
1535251498950533,-1,-6,-34,9,5,-1,-2,0
1535251498950533,-1,-1,26,7,0,-1,0,0
1535251498972127,3,13,84,13,2,0,2,2
1535251498972127,3,1,-37,-7,2,3,3,2
1535251498972592,-4,-5,98,-4,-3,-3,-2,-2
1535251498972592,-3,-11,-15,-14,-3,-1,-2,0
1535251498986632,2,3,9,17,3,3,2,1
1535251498986632,0,-1,-29,-6,1,1,1,-1
1535251498987133,6,-2,-114,-16,2,2,3,2
1535251498987133,-4,-12,7,-25,-5,-3,-2,-1
1535251499009690,-11,-9,79,11,-7,-6,-5,-6
1535251499009690,1,-2,-63,-1,1,0,-2,-1
1535251499010248,11,37,56,26,8,6,4,7
1535251499010248,-11,-23,25,-54,-15,-8,-5,-5
1535251499032250,9,17,49,23,6,4,2,4
1535251499032250,-2,-9,-50,-23,-5,-4,-3,-3
1535251499032999,-8,-14,41,0,-9,-6,-4,-5
1535251499032999,3,2,-37,12,5,3,0,2
1535251499046290,8,20,4,11,7,4,4,4
1535251499046290,-3,-16,127,-30,-4,-1,-3,-2
1535251499047290,-15,-15,23,5,-7,-9,-5,-8
1535251499047290,1,16,50,12,0,-2,0,-1
1535251499069851,1,8,32,23,4,1,2,-1
1535251499069851,3,5,-75,-6,1,0,2,-1
1535251499070352,-1,4,104,24,5,-1,-2,0
1535251499070352,0,-12,-16,-20,-4,-2,-2,-1
1535251499090906,-1,3,-24,-5,1,0,0,-1
1535251499090906,1,10,87,18,1,0,-1,1
1535251499099040,-2,-8,-49,-26,-9,-2,-2,-2
1535251499099040,10,36,40,50,17,5,3,5
1535251499106449,-1,-18,-119,-39,-8,-5,-2,-1
1535251499106449,1,6,41,18,2,3,0,1
1535251499106949,7,18,55,5,5,3,3,4
1535251499106949,0,-7,-55,-12,-3,2,1,0
1535251499137030,-18,-37,-23,-21,-11,-9,-8,-9
1535251499137030,1,21,1,12,4,2,2,4
1535251499138032,-7,-17,88,12,-3,-3,-3,-4
1535251499138032,-8,-17,71,2,-5,-2,-3,-5
1535251499152125,11,22,-46,-21,-3,1,2,4
1535251499152125,-21,-27,95,-10,-14,-12,-11,-13
1535251499153072,8,20,44,11,4,3,2,5
1535251499153072,-8,-10,15,-5,-3,-3,-5,-4
1535251499165606,-1,-13,-104,-22,-3,-1,-2,0
1535251499165606,14,29,102,49,12,4,5,5
1535251499174128,-9,-44,-128,-59,-10,-3,-1,-5
1535251499174128,-3,-2,-44,8,0,-1,0,-3
1535251499189670,2,4,103,7,0,-1,1,1
1535251499189670,2,1,-37,-14,-1,0,-1,1
1535251499190172,7,23,-39,11,3,1,0,3
1535251499190172,-26,-82,30,-72,-31,-14,-10,-13
1535251499212229,-2,9,73,57,13,3,0,0
1535251499212229,9,21,-92,-4,9,5,4,5
1535251499212731,3,16,-32,5,6,3,1,0
1535251499212731,18,57,37,32,16,9,8,11
1535251499226289,6,14,-2,-23,2,4,3,4
1535251499226289,-8,-6,-99,16,-8,-6,-5,-5
1535251499233787,14,46,96,91,22,12,9,10
1535251499233787,-15,-15,-29,-32,-16,-11,-8,-9
1535251499249829,15,33,86,42,14,5,3,6
1535251499249829,5,15,66,13,9,5,2,3
1535251499250331,-8,-13,41,-28,-9,-7,-4,-6
1535251499250331,11,20,-9,36,11,6,5,3
1535251499271888,-11,-13,61,10,-4,-3,-4,-8
1535251499271888,0,-6,-6,-11,-5,-1,-2,2
1535251499273010,-4,-23,47,-7,-11,-4,-3,-2
1535251499273010,-6,6,19,-23,-5,-3,-4,-2
1535251499285966,-1,-1,-68,12,2,1,-2,0
1535251499285966,1,-11,-37,-25,0,-2,0,-1
1535251499294146,-17,-41,-63,-67,-15,-8,-6,-9
1535251499294146,8,6,-117,16,11,2,1,2
1535251499309489,6,14,-13,5,-4,0,3,2
1535251499309489,-17,-30,-50,-21,-13,-7,-8,-11
1535251499310593,-16,-50,-15,-49,-13,-8,-7,-10
1535251499310593,5,8,-70,-12,2,0,-1,3
1535251499332048,6,11,77,48,6,4,2,1
1535251499332048,-3,13,127,38,8,0,-2,-3
1535251499333051,-2,-7,45,-30,-7,-3,0,-1
1535251499333051,8,5,-22,5,4,4,7,4
1535251499345905,-14,-25,-69,-11,0,-3,-6,-8
1535251499345905,9,36,83,45,9,5,3,3
1535251499354106,5,20,40,34,10,3,2,3
1535251499354106,11,29,-4,21,9,4,4,6
1535251499371172,15,39,61,13,9,9,7,7
1535251499371172,1,-19,7,-59,-16,-3,1,2
1535251499371673,-3,2,3,30,4,-6,-3,-2
1535251499371673,3,2,23,13,6,4,1,2
1535251499392327,5,13,31,-1,6,4,2,3
1535251499392327,2,-1,0,12,4,3,3,2
1535251499392730,-2,5,-31,-23,-5,-1,-1,-2
1535251499392730,-21,-49,-34,-22,-17,-9,-9,-11
1535251499406416,-18,-54,-108,-71,-25,-12,-9,-10
1535251499406416,-5,15,116,27,-1,-4,-2,0
1535251499413785,-18,-45,11,-32,-18,-10,-10,-11
1535251499413785,10,21,48,5,8,4,4,5
1535251499428844,-14,-33,-55,-37,-11,-7,-5,-7
1535251499428844,2,2,27,6,2,4,0,1
1535251499429903,6,26,65,25,6,4,3,2
1535251499429903,7,31,117,16,2,4,2,3
1535251499451930,-5,-31,-93,-56,-13,-7,-5,-5
1535251499451930,4,-6,-79,-7,4,2,-1,2
1535251499453105,1,1,-25,3,4,2,-1,3
1535251499453105,3,5,-30,5,2,0,0,-2
1535251499474569,8,26,-3,28,10,4,3,4
1535251499474569,-12,-62,9,-21,-6,-2,-2,-5
1535251499475493,3,35,26,18,1,-1,0,1
1535251499475493,6,18,67,23,8,2,-1,1
1535251499489029,3,11,113,9,5,1,0,-1
1535251499489029,9,1,-28,-1,3,1,1,4
1535251499489530,3,-9,-117,-6,2,2,2,6
1535251499489530,-11,-12,81,9,-3,-2,-3,-6
1535251499511825,5,2,3,0,-1,0,0,3
1535251499511825,-2,7,-30,-8,-3,-1,-4,-3
1535251499519168,-3,-7,-13,-4,-1,-1,-2,0
1535251499519168,2,-1,-82,-13,-6,-4,3,2
1535251499525627,-2,-20,12,-6,-6,-5,-4,-5
1535251499525627,-11,-6,-43,-12,-4,-4,-3,0
1535251499534148,-14,-2,-50,2,2,1,-1,-15
1535251499534148,6,5,19,8,6,3,1,9
1535251499548715,-7,-15,-4,-15,-3,-1,2,-2
1535251499548715,-16,-1,52,10,-2,-4,-4,-7
1535251499556234,39,16,19,16,7,5,4,16
1535251499556234,2,0,11,0,3,-1,-2,9
1535251499571277,-3,11,80,5,-1,-1,-1,-16
1535251499571277,15,-3,15,-6,2,2,2,3
1535251499578929,-16,-12,-11,-16,-3,0,-2,-6
1535251499578929,5,-8,-47,-7,-4,-4,-2,1
1535251499594388,-2,-7,-15,-7,-4,-2,-2,0
1535251499594388,-15,1,-36,-9,-1,-2,1,-4
1535251499595339,2,1,21,4,-2,-1,-1,1
1535251499595339,-8,-10,-16,-4,-4,-2,-1,-9
1535251499609116,0,-3,-16,1,-1,-1,0,5
1535251499609116,-1,10,72,3,1,2,3,4
1535251499609878,2,-2,12,-1,-2,-3,-2,-12
1535251499609878,6,-1,-15,-4,-4,-1,-2,-2
1535251499631936,-6,-7,49,6,-2,-5,-3,-2
1535251499631936,7,18,-102,-8,6,3,4,6
1535251499632940,0,7,-19,-3,-5,-1,0,2
1535251499632940,-12,-12,56,1,1,-3,-4,-10
1535251499654825,4,0,72,9,2,-1,9,4
1535251499654825,-15,0,-112,-7,0,1,-10,-13
1535251499655499,-7,-13,74,2,-3,-3,-5,0
1535251499655499,1,-2,4,2,3,3,3,-3
1535251499669035,2,4,-49,-7,0,-2,-1,4
1535251499669035,0,-9,0,1,-4,-4,2,-1
1535251499669627,5,1,-12,-3,1,-1,1,0
1535251499669627,-11,-8,-17,-7,-3,0,-3,-1
1535251499693599,0,-8,-9,-6,-3,-1,-5,1
1535251499693599,5,-8,17,0,-4,-3,-1,-2
1535251499695145,-1,-4,-20,2,1,1,-3,-5
1535251499695145,-3,-3,-19,-2,0,-1,6,20
1535251499722178,-8,5,-14,-2,-1,2,-2,-6
1535251499722178,18,-1,60,2,-2,-3,-1,3
1535251499722678,-21,-10,-12,-15,-4,-3,-1,-8
1535251499722678,-10,-9,36,-3,-2,-1,-3,-2
1535251499728193,-1,2,10,8,0,-2,-2,2
1535251499728193,-7,7,3,1,-1,0,-3,-6
1535251499737216,4,10,30,2,2,-2,1,5
1535251499737216,6,0,-103,-2,-2,-1,1,-6
1535251499759777,-3,-10,11,-12,-5,-2,-6,-7
1535251499759777,8,3,14,1,1,0,0,2
1535251499761280,2,2,-29,3,-2,2,1,5
1535251499761280,2,1,-32,-5,0,1,-2,-7
1535251499782338,3,0,-15,2,0,1,2,8
1535251499782338,4,1,1,1,-1,-2,-4,0
1535251499783842,-5,-1,-14,-5,-3,-1,-1,-1
1535251499783842,16,2,17,1,-5,-1,0,5
1535251499796902,-20,-4,-11,-1,0,1,3,-3
1535251499796902,2,-5,4,0,0,1,2,5
1535251499798881,6,-2,13,5,4,0,1,-2
1535251499798881,6,4,30,5,-2,-1,-1,12
1535251499810913,-12,8,64,6,-2,-1,-4,-23
1535251499810913,-6,-9,-10,-12,-5,-3,0,-3
1535251499819937,9,12,-75,1,4,4,4,2
1535251499819937,-11,-16,-6,-13,-5,-1,-5,-5
1535251499834526,-2,-4,-25,2,-1,0,0,4
1535251499834526,4,4,25,4,-1,0,3,3
1535251499835979,0,1,-2,0,0,1,0,-1
1535251499835979,-8,0,-3,-6,0,-2,-2,-4
1535251499857036,4,-2,-36,-3,1,0,1,3
1535251499857036,0,-1,8,-2,0,0,0,-6
1535251499858540,0,-3,28,3,2,2,0,5
1535251499858540,-2,2,-15,-2,-4,0,1,-6
1535251499870572,2,-8,-3,-4,-1,-3,-2,0
1535251499870572,4,2,-9,1,0,1,0,3
1535251499887115,-5,1,33,3,0,-2,1,1
1535251499887115,-6,-3,-4,0,-1,-2,-3,-12
1535251499893631,4,-2,-6,-2,-1,0,-1,4
1535251499893631,6,1,-2,-1,-4,-1,0,1
1535251499902195,10,0,-14,-4,-1,-2,-1,1
1535251499902195,-6,0,-1,5,1,1,-2,-9
1535251499924715,-10,1,-4,-4,-1,2,1,-2
1535251499924715,-5,-2,-1,1,1,-1,-1,11
1535251499926235,9,-1,2,2,-1,2,-2,-5
1535251499926235,-8,4,44,5,3,-2,0,5
1535251499930733,7,-9,-68,-8,-1,-1,-2,4
1535251499930733,-30,3,0,7,2,1,-1,-1
1535251499939755,-4,-10,57,-11,-7,-3,-5,0
1535251499939755,-9,1,3,2,0,-1,-1,-1
1535251499953792,3,2,-9,-1,-1,0,0,4
1535251499953792,14,4,-21,1,0,-1,1,-1
1535251499960810,-8,5,-18,1,1,1,0,0
1535251499960810,4,1,-8,-1,2,0,1,9
1535251499977355,-6,-3,14,-4,-1,0,-3,-5
1535251499977355,23,-4,-4,-1,0,-1,1,3
1535251499978859,-22,-3,3,1,-1,0,-1,-16
1535251499978859,12,2,-5,-1,-1,1,-1,14
1535251499999413,-2,0,-5,0,0,0,-4,-23
1535251499999413,-6,0,19,3,-1,0,-1,-8
1535251500007434,22,2,-15,-1,-1,-2,2,10
1535251500007434,-14,-4,-15,-2,-1,0,1,-3
1535251500014025,10,0,11,5,0,-2,-6,-13
1535251500014025,-20,-3,5,0,0,2,-1,7
1535251500020971,-4,-1,-2,2,1,-2,6,-17
1535251500020971,-4,-1,-10,-1,-1,-2,-12,-8
1535251500037118,1,1,10,-3,-2,-1,2,13
1535251500037118,-2,-1,2,-3,-1,-2,-4,-9
1535251500038518,13,2,-10,-1,0,2,-1,8
1535251500038518,4,3,4,-2,0,2,5,0
1535251500059574,-14,-2,-1,-2,1,0,2,0
1535251500059574,3,-6,-6,-3,-3,-1,-1,-2
1535251500061077,-1,-1,-3,1,1,1,0,6
1535251500061077,-3,0,-7,-2,-2,-2,-1,-6
1535251500074111,-6,3,3,-2,-2,-1,-1,2
1535251500074111,29,7,4,2,0,0,1,14
1535251500080650,-4,-3,2,2,1,0,-1,6
1535251500080650,-32,-7,-2,-2,-2,-1,0,-36
1535251500097173,1,-2,-8,-4,-1,-2,5,12
1535251500097173,2,-3,-1,-4,-2,-1,0,-3
1535251500098678,-6,4,-4,0,0,0,-6,0
1535251500098678,15,5,-2,2,0,1,0,5
1535251500119733,4,1,4,4,1,0,1,6
1535251500119733,-13,-7,1,-3,-2,1,-2,-7
1535251500121238,0,-1,-3,-3,-1,-3,0,2
1535251500121238,10,-1,-6,-5,-1,0,13,5
1535251500133772,9,-2,4,4,-1,1,-3,2
1535251500133772,-2,-1,1,1,-1,-5,-17,-3
1535251500140817,-4,0,0,2,1,2,-20,-3
1535251500140817,2,0,2,0,1,1,50,10
1535251500157334,4,-2,3,1,0,1,-3,-2
1535251500157334,-22,-1,-4,-3,0,1,7,-9
1535251500158838,1,-1,-3,-2,-2,0,-2,2
1535251500158838,11,1,-1,-2,-3,-2,-20,11
1535251500179893,1,-2,1,2,2,1,-20,-19
1535251500179893,-1,0,-4,-4,-1,-1,17,-5
1535251500181397,15,-2,-4,-3,-3,-4,-2,5
1535251500181397,-48,-8,0,-2,-1,1,-7,-1
1535251500193931,-6,0,-2,0,-1,-1,11,-24
1535251500193931,16,-3,-3,-1,-2,-5,-19,-1
1535251500201065,-17,1,1,-2,0,-2,-33,5
1535251500201065,30,-3,-6,-2,0,0,48,7
1535251500216993,7,2,3,0,-2,1,3,19
1535251500216993,-9,-2,2,4,2,2,8,-5
1535251500218496,0,-2,2,3,-1,0,23,0
1535251500218496,6,-4,-3,0,-1,0,-21,-10
1535251500239552,-33,0,0,0,0,-2,3,-5
1535251500239552,8,2,1,-1,-1,-1,12,14
1535251500241398,-3,-1,4,3,3,0,6,0
1535251500241398,13,4,3,1,1,2,-27,-2
1535251500254126,-12,-7,-7,-7,-5,-4,12,-10
1535251500254126,13,5,3,2,3,2,-6,5
1535251500260608,-9,0,0,0,-1,0,3,12
1535251500260608,18,8,3,2,1,-1,-10,-11
1535251500277153,5,-3,-2,-3,-1,1,-12,8
1535251500277153,-13,-5,-2,-1,-2,0,-15,-3
1535251500278658,8,-4,-3,1,1,-2,50,-1
1535251500278658,0,-5,-5,2,-3,-2,-21,-18
1535251500299739,23,15,14,9,4,3,32,25
1535251500299739,-32,-1,-5,-7,-3,-2,-7,-22
1535251500301247,15,-6,-14,-10,-3,-1,-40,17
1535251500301247,-42,-3,2,0,0,0,3,-5
1535251500313749,-1,1,0,0,1,-2,-12,-8
1535251500313749,8,-3,-2,-4,-1,-3,5,0
1535251500320879,1,0,2,3,-1,1,-12,-9
1535251500320879,-3,-3,0,-3,-2,-4,-9,2
1535251500337312,3,-5,-4,-3,-2,0,-9,8
1535251500337312,0,-4,2,3,2,1,8,2
1535251500338918,-10,-1,-2,-1,-2,-6,-24,-23
1535251500338918,10,5,-10,-8,-6,-2,24,14
1535251500359383,-4,0,-6,-4,-1,-1,-4,-4
1535251500359383,4,2,-3,-3,-2,0,3,-1
1535251500361376,-2,5,2,-1,1,-2,14,-9
1535251500361376,3,-3,2,2,2,0,-3,4
1535251500373909,5,-2,-7,0,-3,-1,-6,1
1535251500373909,-4,1,-2,-4,0,-2,-1,1
1535251500380927,-4,1,28,5,-3,1,3,-3
1535251500380927,3,-4,-25,-9,2,0,-3,2
1535251500396972,-3,-3,21,-6,-3,-4,-4,-1
1535251500396972,3,-3,-2,5,1,3,-2,1
1535251500398475,-3,2,4,8,2,1,10,-4
1535251500398475,3,0,-6,-12,-5,-2,-12,1
1535251500419775,0,-6,-18,-1,0,0,1,0
1535251500419775,-1,-4,-1,-1,-3,-1,0,0
1535251500421056,-2,-3,7,-1,-2,0,2,1
1535251500421056,1,5,17,12,0,0,-3,0
1535251500434069,1,-3,-28,-13,1,2,-2,0
1535251500434069,-4,0,28,1,0,-1,1,-1
1535251500440587,3,-2,-8,0,0,1,2,0
1535251500440587,1,-6,15,5,1,0,-4,1
1535251500457131,-2,1,6,-5,-2,-3,1,-2
1535251500457131,1,1,-1,2,-1,1,-3,1
1535251500458648,-6,-2,-43,-11,-2,-2,0,-3
1535251500458648,10,-4,24,11,3,1,3,1
1535251500479718,16,3,-7,8,2,1,1,7
1535251500479718,-15,12,-4,-2,-4,-1,0,-5
1535251500481195,-6,-6,-51,-25,-4,-2,1,-4
1535251500481195,-4,9,37,13,1,0,-3,0
1535251500493227,1,-1,-13,-3,1,1,0,0
1535251500493227,7,0,9,12,2,3,2,3
1535251500502251,-2,-2,-37,-11,-1,0,2,-3
1535251500502251,1,2,-17,5,2,1,-2,0
1535251500517291,-4,-3,32,11,-1,0,-1,-3
1535251500517291,-1,-4,-29,-13,-1,0,-3,-2
1535251500518809,2,-3,15,5,-1,-1,0,-2
1535251500518809,2,11,-15,-9,-2,-1,6,4
1535251500539351,-7,41,42,22,3,2,1,4
1535251500539351,0,10,37,-5,-2,-4,1,1
1535251500541356,7,-40,4,5,3,0,-14,-10
1535251500541356,-7,25,63,8,-3,-3,-7,-1
1535251500553388,-3,-8,27,-9,-1,0,2,-3
1535251500553388,4,-7,19,5,5,2,2,3
1535251500562412,-10,-3,36,-10,-6,-4,3,-6
1535251500562412,-3,-16,-18,2,1,0,-2,-1
1535251500576978,-15,-62,-53,-6,-1,-3,-5,-7
1535251500576978,5,14,97,19,6,3,1,2
1535251500578954,-8,-3,-64,-20,-5,-1,1,1
1535251500578954,-4,-8,15,-21,-5,-3,-3,-5
1535251500599538,-1,14,34,10,0,-2,0,0
1535251500599538,4,-8,-22,0,0,1,0,1
1535251500601015,3,10,4,23,5,4,2,6
1535251500601015,8,20,46,12,3,3,4,4
1535251500613073,-9,-50,45,-32,-8,-7,-4,-7
1535251500613073,1,-1,15,4,-3,-4,-3,-2
1535251500622070,-2,17,121,8,0,1,-1,-1
1535251500622070,-6,2,-33,-5,4,1,1,-2
1535251500637112,12,13,-19,8,2,0,-1,1
1535251500637112,-5,-5,-53,-21,-5,-3,-2,-3
1535251500638614,7,-17,31,22,5,1,2,4
1535251500638614,7,-1,-29,-8,-2,0,-1,0
1535251500659697,-3,30,-42,5,4,5,6,3
1535251500659697,-1,-8,-40,-10,-4,-3,-3,-4
1535251500661175,5,-2,33,0,-1,-1,2,6
1535251500661175,-9,-12,84,7,-1,-1,-4,-4
1535251500673371,2,5,-47,-4,-4,-4,-6,0
1535251500673371,-5,-2,-44,2,3,3,3,1
1535251500682230,6,22,74,10,3,0,3,2
1535251500682230,-1,-18,-67,-24,-2,-1,-3,-1
1535251500697305,1,10,36,-13,-6,-3,-1,1
1535251500697305,-1,-13,23,6,2,-1,-1,-2
1535251500698774,-3,2,19,9,-1,-2,-1,-1
1535251500698774,-3,-6,-51,-9,-2,-2,0,0
1535251500719830,1,-5,58,15,2,2,0,-1
1535251500719830,0,4,-17,-6,-3,-1,0,-2
1535251500721333,6,21,39,12,4,1,1,2
1535251500721333,2,2,-24,-3,-2,0,-1,2
1535251500742389,-9,-21,-14,-18,-5,-2,-2,-5
1535251500742389,-1,-27,-6,1,-1,-1,-4,0
1535251500743894,-4,16,-4,-14,-4,-2,0,-3
1535251500743894,2,-8,98,17,2,1,0,-2
1535251500756956,4,7,-37,-5,-1,-1,-2,0
1535251500756956,5,7,38,10,1,1,1,2
1535251500758933,-11,-23,-88,-31,-5,-2,-3,-6
1535251500758933,-4,-15,-15,-6,-2,-1,1,-3
1535251500779490,0,-5,-11,-6,-3,-1,-1,-1
1535251500779490,-5,17,68,14,-1,0,-1,-2
1535251500781000,0,5,-71,-13,2,0,-1,0
1535251500781000,5,6,61,14,0,-1,0,1
1535251500793071,-4,-12,64,8,0,-2,0,-1
1535251500793071,-1,11,2,2,0,-2,-4,-2
1535251500802094,0,-3,-72,-13,1,1,1,0
1535251500802094,5,7,64,15,4,0,1,2
1535251500817284,3,17,78,9,1,-2,2,1
1535251500817284,1,7,-39,4,2,1,0,0
1535251500818592,-8,-6,78,-17,-10,-7,-5,-6
1535251500818592,2,25,-40,9,1,2,-1,0
1535251500839649,-10,10,-92,-10,-2,0,-1,-4
1535251500839649,8,28,-15,-1,6,4,4,6
1535251500841153,1,16,49,13,-1,-1,1,1
1535251500841153,-3,-11,-41,-16,-4,-3,-2,-3
1535251500853197,7,12,74,22,1,-2,1,2
1535251500853197,-5,-23,-26,-29,-6,-2,-1,-4
1535251500862208,2,1,57,30,5,1,1,3
1535251500862208,-10,-4,55,-28,-10,-3,-4,-5
1535251500877319,1,8,77,2,0,-2,0,0
1535251500877319,0,27,125,68,6,-2,-1,0
1535251500878753,-7,-32,73,-25,-7,-4,-4,-5
1535251500878753,-6,-19,-72,-21,-5,-2,-4,-3
1535251500899808,13,33,-35,12,9,6,4,7
1535251500899808,-5,-3,6,0,-4,-3,0,-1
1535251500901313,-6,-15,-69,-26,-6,-4,-4,-4
1535251500901313,8,34,14,19,7,5,6,6
1535251500913346,-15,-47,-128,-84,-18,-7,-7,-9
1535251500913346,15,32,-34,-3,7,6,5,8
1535251500922368,-4,-33,-40,3,-7,-3,-2,-2
1535251500922368,-7,-15,21,1,-3,-3,-3,-1
1535251500936439,6,-5,16,18,4,4,2,2
1535251500936439,-5,-3,82,-7,-1,-2,0,0
1535251500943441,0,-19,-92,-19,-1,-1,0,-1
1535251500943441,-4,14,127,6,-2,-3,-1,-4
1535251500959467,-1,0,-65,0,0,0,1,0
1535251500959467,1,-23,33,1,-4,1,1,1
1535251500961015,-8,-19,-64,-45,-13,-6,-8,-7
1535251500961015,5,15,28,36,5,-1,0,1
1535251500982028,-8,20,-20,-15,-4,-2,-3,-3
1535251500982028,-11,-20,-36,-46,-13,-7,-6,-6
1535251500983532,11,37,19,35,13,7,6,5
1535251500983532,7,5,-120,18,13,4,3,4
1535251500997133,1,-2,16,-6,0,1,1,2
1535251500997133,-13,-40,93,0,-7,-7,-6,-8
1535251500998948,3,37,23,58,12,3,0,3
1535251500998948,-17,-75,-87,-90,-24,-10,-7,-12
1535251501019631,6,19,101,60,13,3,2,4
1535251501019631,6,14,-46,-21,-3,-1,1,2
1535251501021131,2,7,124,49,4,5,5,3
1535251501021131,-16,-31,-24,-16,-11,-10,-8,-9
1535251501042187,-4,-7,-28,21,1,-3,-3,-4
1535251501042187,1,-3,-35,-19,-1,1,1,2
1535251501043691,17,49,21,32,10,8,9,9
1535251501043691,20,40,52,24,9,7,7,8
1535251501057228,-4,-4,127,27,6,0,2,-1
1535251501057228,-8,-17,-73,-14,-8,-4,-4,-4
1535251501058732,-19,-43,52,-53,-18,-14,-10,-11
1535251501058732,18,29,-12,20,16,11,9,11
1535251501079787,-9,-48,-47,-53,-15,-5,-5,-7
1535251501079787,12,43,38,67,9,4,4,5
1535251501081293,-12,-65,-122,-60,-12,-4,-3,-4
1535251501081293,-3,-1,-43,-21,7,0,-2,-1
1535251501102347,-18,-31,115,54,-21,-12,-8,-12
1535251501102347,0,15,7,-44,4,0,0,-1
1535251501103851,1,-25,-17,-23,0,1,1,1
1535251501103851,-15,-7,-47,-26,-23,-11,-8,-8
1535251501116643,12,-4,-128,-65,-2,5,7,7
1535251501116643,-16,-37,69,34,-10,-9,-8,-11
1535251501123403,-1,9,57,26,6,0,-2,-1
1535251501123403,10,24,37,24,10,10,8,6
1535251501139447,-25,-51,121,-44,-30,-17,-13,-15
1535251501139447,4,4,52,27,6,3,1,4
1535251501141451,5,20,28,46,-1,0,1,-1
1535251501141451,5,14,81,8,7,4,1,3
1535251501162008,21,54,-2,37,15,6,5,8
1535251501162008,-28,-73,-45,-76,-23,-14,-10,-15
1535251501163511,0,43,17,33,-7,-4,-1,1
1535251501163511,-8,-9,62,-17,-8,-6,-5,-6
1535251501176545,-4,-29,-64,-49,-3,2,0,0
1535251501176545,9,16,-4,17,7,6,6,5
1535251501183063,5,3,33,2,5,3,3,1
1535251501183063,0,-12,-6,-2,1,0,1,2
1535251501199605,-1,31,-29,-49,-5,-3,-3,-3
1535251501199605,6,24,-65,0,3,3,2,3
1535251501201110,-14,-52,-128,-69,-16,-4,-6,-7
1535251501201110,-2,13,49,61,8,0,-1,-2
1535251501222167,10,18,28,47,10,5,2,5
1535251501222167,-6,-17,-5,-37,-11,-7,-5,-3
1535251501223737,7,15,35,-8,6,2,2,3
1535251501223737,12,16,83,48,12,7,6,6
1535251501236705,-21,-10,93,31,-9,-10,-10,-12
