timestamp,x,y,z
1535265659335404,-187.875,164.188,-309.875
1535265659357965,-181.813,217.25,-308.625
1535265659373516,-39.1875,141.438,-373.25
1535265659395807,-32.4375,-19.6875,-189.438
1535265659418124,-17.1875,-10.0625,-159.313
1535265659441456,28.125,-20.1875,-92.5625
1535265659456727,71.75,-13.3125,-54.5
1535265659478284,68.0625,18.75,48.5625
1535265659493324,-59.625,1.125,40.875
1535265659516886,-104.875,82.75,-18.5
1535265659562043,-17.9375,55,50.0625
1535265659571030,59.125,44.4375,-44.0625
1535265659578602,38.5,39.9375,-111.625
1535265659599106,25.9375,-26.25,-49.3125
1535265659614647,29.125,5.9375,-14.1875
1535265659636705,44.9375,13.75,-63.5625
1535265659680823,88,65.125,-1.9375
1535265659688343,50,114.063,50.25
1535265659703909,79.125,137.25,82.125
1535265659718447,1.0625,129.563,5.1875
1535265659734490,-45.5,-16.1875,-108
1535265659755576,-66.25,-10,-49
1535265659778635,-87.5,-42.75,-68.5625
1535265659794679,-46.25,2.9375,-4.5625
1535265659815813,-25.1875,-15.4375,-63.8125
1535265659839297,93.875,-12.75,-12.4375
1535265659854338,-13.625,2.5,-23.9375
1535265659875395,95.6875,-45.125,-64.0625
1535265659898956,124,-84.875,-28.6875
1535265659914498,109.75,-67.3125,-60.4375
1535265659935622,151.938,-47.8125,-67.25
1535265659958616,159.063,-22.4375,-19.5625
1535265659975163,155.875,-8.25,-56.1875
1535265659997228,46.125,39.25,28.3125
1535265660018776,166.063,-10.875,-27.25
1535265660034365,-55.125,-58.875,-30.25
1535265660057315,-55.5,-8.5625,-30.1875
1535265660078935,80.9375,34.75,-24.0625
1535265660094476,28.875,43.25,16.6875
1535265660117055,-15.9375,68.5,10.3125
1535265660138679,34.5625,56.9375,21.875
1535265660154637,-36.25,-10.4375,-13.0625
1535265660177196,26,-28.125,-10
1535265660198753,47.9375,-1.5,-11.8125
1535265660214472,-29.375,-19.0625,-18.1875
1535265660236855,-29.125,-8.8125,-27.4375
1535265660275464,24.0625,-2.375,-33.125
1535265660277708,-12.75,1.1875,-15.375
1535265660297022,5.0625,-7.375,-12.5
1535265660318093,1.4375,-6.75,-9.25
1535265660336126,13.1875,-5.625,-14.5625
1535265660357183,12.6875,-10.375,-11.75
1535265660378238,29.75,-14.1875,-2.5
1535265660394281,23.875,-30.5625,-10.25
1535265660416977,0.4375,-23,-28.125
1535265660437953,7.5,-17.9375,-35.6875
1535265660454464,8.9375,-9.5,-54.3125
1535265660477070,28.5,-6.75,-37.1875
1535265660498057,64.8125,-8.625,-1.625
1535265660522622,86.0625,-10.4375,19.375
1535265660537161,18.0625,-46.5625,4.75
1535265660558219,-15,-21.0625,-12.6875
1535265660581278,-2.625,2.25,1.625
1535265660597292,-5.125,-2.3125,11.4375
1535265660617876,11.1875,7.125,6.6875
1535265660641485,24.3125,1.5625,11.0625
1535265660663999,-11.9375,18.0625,-5.75
1535265660679038,-16.3125,-4.125,-1.75
1535265660702756,-15.125,6.9375,-8.375
1535265660723960,-34.125,19.25,-13.875
1535265660739725,-18.375,0.375,-19.875
1535265660762941,0.75,3.6875,-29.5625
1535265660783858,-7.4375,10.6875,-24
1535265660799730,-18.5,-0.875,-23.3125
1535265660830018,-12.6875,-0.8125,-18.8125
1535265660851037,-3.75,0.1875,-17.625
1535265660859564,-0.125,-2.9375,-14.1875
1535265660882622,-9.5,-6.75,-9.625
1535265660903677,-9.4375,-4.1875,-4.6875
1535265660919742,1.0625,1.375,-1.5
1535265660942781,-15.6875,6.4375,-0.75
1535265660963913,-18.625,-6.4375,5.25
1535265660979379,10.375,4.9375,1.75
1535265661002942,5.5625,8.625,-0.9375
1535265661024002,-16.375,8.125,-4.0625
1535265661039567,-13.875,18.25,-1.25
1535265661062600,-2.875,16.9375,0.5625
1535265661083753,-1.875,23,-3.8125
1535265661099700,-2.125,18.5625,-6.625
1535265661122866,-5.8125,6.5,-10.1875
1535265661144357,-1.375,-2.8125,-8.0625
1535265661166501,7.0625,-3.125,9.6875
1535265661182921,12.25,16.75,26.1875
