timestamp,x,y,z
1535266668894868,-19.4375,-14.125,-47.4375
1535266668917930,-25.8125,-11.8125,-44.75
1535266668941492,-34.1875,-11.5,-43.5625
1535266668956533,-35.5,-10.125,-45.5625
1535266668979092,-32.25,-9,-44.3125
1535266669000148,-24.75,-7.1875,-43.875
1535266669015188,-20.25,-4.1875,-43.875
1535266669052789,-22.25,-3.75,-42.3125
1535266669070334,-21.375,-5,-38.375
1535266669084035,-19.4375,-3.5625,-32.75
1535266669098911,-14.625,-1.625,-27.25
1535266669116458,-13.75,-1.5,-18.375
1535266669137013,-18.6875,-2.6875,-11.625
1535266669161077,-17.25,-3.125,-6.3125
1535266669202687,-10.625,-3.4375,-2.4375
1535266669212729,-4.375,-2.375,0.4375
1535266669219732,-7.5,-2.625,1
1535266669234271,-7.5,-3.4375,0
1535266669255328,-5.875,-4.125,-1.5625
1535266669279292,-1.125,-4.4375,-3.25
1535266669301997,0.25,-3.5,-5.25
1535266669324573,0.5625,-3.9375,-6.4375
1535266669345671,0.125,-3.625,-6.6875
1535266669362215,-3.25,-3.8125,-5.5625
1535266669384775,-6.1875,-4,-3.125
1535266669405954,-8.375,-4,-3.0625
1535266669428477,-3.625,-3.875,-4.0625
1535266669444985,-0.25,-2.75,-4.125
1535266669466004,-6.1875,-3.4375,-5.1875
1535266669482034,-6.125,-3.875,-5.5625
1535266669504594,-2.625,-3.875,-5.3125
1535266669525711,0.1875,-3.8125,-5.4375
1535266669548249,2.875,-3.625,-5.6875
1535266669565276,4.125,-3.75,-5.4375
1535266669585837,6.5625,-4.1875,-5.25
1535266669602355,10.25,-4.4375,-4.6875
1535266669624914,14.125,-5,-3.3125
1535266669645989,15.875,-6.8125,-2.4375
1535266669661512,21.375,-8.9375,-1.6875
1535266669699111,31.25,-9.625,-0.75
1535266669713547,39.4375,-10.625,1.1875
1535266669721671,36.75,-12.625,3.625
1535266669744733,28,-14.1875,7.0625
1535266669765790,21.8125,-14.1875,9.6875
1535266669781832,12.8125,-14.125,10.1875
1535266669804893,7.875,-16.0625,9.25
1535266669827453,5.625,-16.3125,6.75
1535266669841491,4.625,-15.625,2.625
1535266669864552,6.875,-15.8125,1.1875
1535266669887141,6.6875,-16.125,0.4375
1535266669902653,7.5625,-14.875,-1.1875
1535266669924770,7.875,-13.875,-1.0625
1535266669947271,4.5,-13.125,-0.6875
1535266669961810,1.9375,-12.3125,-0.875
1535266669984871,1.875,-9.8125,-1.3125
1535266670007432,0.1875,-8.5,-1.5
1535266670021469,-4.6875,-7.4375,-2.25
1535266670044530,-6.25,-6.625,-3.1875
1535266670067091,-3.9375,-5.625,-4.25
1535266670081647,-1.0625,-3.5,-5.125
1535266670104690,-2.6875,-2.25,-4.9375
1535266670127251,-6.6875,-2.0625,-4.1875
1535266670141790,-6.8125,-1.75,-4.0625
1535266670164850,-4.125,-0.9375,-4.5
1535266670177885,-2.4375,-0.0625,-4.75
1535266670192424,-2.625,-0.1875,-4.125
1535266670215039,-4.3125,-0.625,-3.3125
1535266670237544,-4.0625,-0.5625,-3.25
1535266670252584,-1.5625,0.1875,-3
1535266670275261,-1.25,0.25,-2.375
1535266670297809,-3.4375,0.3125,-2.4375
1535266670312746,-3.8125,0.1875,-2.625
1535266670335304,-1.8125,0.625,-2.625
1535266670357864,-1,0.5,-2.875
1535266670372491,-1.5625,0.3125,-3.25
1535266670394969,-2,0.4375,-3.375
1535266670417530,-2.25,0,-3.25
1535266670435577,-2.4375,0.25,-3.125
1535266670458140,-2.25,0.125,-2.3125
1535266670477689,-2.25,0,-1.625
1535266670492783,-1.5,-0.25,-0.6875
1535266670514841,-1.1875,-0.9375,-0.1875
1535266670537965,-0.5,-0.9375,-0.0625
1535266670554498,0.0625,-0.625,0.25
1535266670575002,-0.0625,-0.75,0.125
1535266670597685,-1.6875,-1.0625,-0.125
1535266670612718,-2.625,-1.125,-0.0625
1535266670635162,-1.25,-0.75,-0.1875
1535266670657721,1.1875,-0.375,-0.875
1535266670672762,1.0625,-0.375,-1.0625
1535266670695325,-0.3125,-0.375,-1.25
1535266670717883,0.1875,-0.4375,-0.875
1535266670735429,2.1875,-0.375,-1
1535266670755081,4.25,-0.125,-1.6875
1535266670777657,3.625,0.3125,-3.6875
1535266670800223,1.75,-0.0625,-3.0625
1535266670815255,0.625,-0.25,-1.875
1535266670837853,-1.3125,0,-2.25
1535266670854368,-2.1875,0.5,-2.3125
1535266670875412,-2.25,0.5,-1.625
1535266670897551,-2.4375,0.4375,-2.0625
1535266670914182,-0.8125,-0.1875,-2.125
1535266670935159,0.1875,-0.125,-1.6875
1535266670957630,0.4375,0,-1.3125
1535266670974202,-0.375,-0.1875,-0.875
1535266670995272,-1.1875,-0.125,-0.75
1535266671017837,0.5625,-0.125,-1
1535266671034334,1.75,-0.375,-0.4375
1535266671055391,0.8125,-0.6875,-1
1535266671085971,-0.875,-0.75,-1.6875
1535266671093993,-0.5,-1.125,-1.875
1535266671115049,0.875,-1.4375,-1.5625
1535266671137672,1.0625,-1.4375,-1
1535266671154153,1.5625,-2.375,0.3125
1535266671175209,1.9375,-3.1875,0.8125
1535266671205293,5.0625,-3.875,1.75
1535266671215316,8.8125,-4.5625,2.5625
