timestamp,x,y,z
1535252457917436,-0.0854492,-0.998047,0.182129
1535252457941464,-0.0825195,-0.997559,0.179688
1535252457956505,-0.0908203,-0.993164,0.183594
1535252457977560,-0.0883789,-0.990234,0.191406
1535252458001624,-0.0761719,-0.991211,0.178711
1535252458016664,-0.0771484,-1.00293,0.184082
1535252458068802,-0.0786133,-0.994629,0.187012
1535252458068802,-0.0830078,-0.98584,0.181641
1535252458077827,-0.081543,-0.986816,0.186523
1535252458092424,-0.0883789,-0.98877,0.193359
1535252458106904,-0.0947266,-0.992188,0.187012
1535252458127961,-0.0751953,-0.992188,0.188965
1535252458152025,-0.0751953,-0.986816,0.188965
1535252458180099,-0.0776367,-0.979004,0.189453
1535252458191127,-0.0844727,-0.984375,0.189941
1535252458210240,-0.0771484,-0.98291,0.1875
1535252458233660,-0.0751953,-0.986816,0.184082
1535252458247981,-0.0859375,-0.988281,0.183594
1535252458278361,-0.0830078,-0.990234,0.187988
1535252458285379,-0.0761719,-0.984863,0.187012
1535252458307756,-0.074707,-0.979004,0.187988
1535252458329540,-0.0766602,-0.986816,0.186523
1535252458344538,-0.0805664,-0.992188,0.187012
1535252458367597,-0.0786133,-0.97998,0.18457
1535252458389656,-0.0810547,-0.987305,0.19043
1535252458404696,-0.078125,-0.996094,0.185547
1535252458427758,-0.0795898,-0.994141,0.193359
1535252458449872,-0.0869141,-0.991211,0.190918
1535252458464856,-0.0776367,-0.993652,0.189941
1535252458487918,-0.081543,-0.991211,0.195313
1535252458509977,-0.0869141,-0.983398,0.183105
1535252458526501,-0.0800781,-0.986816,0.182617
1535252458547075,-0.0849609,-0.987793,0.188965
1535252458578159,-0.0825195,-0.992676,0.193848
1535252458586288,-0.0874023,-0.992188,0.191895
1535252458607234,-0.0957031,-0.982422,0.191895
1535252458630297,-0.0869141,-0.98584,0.186523
1535252458646375,-0.0766602,-0.978516,0.187012
1535252458667394,-0.0791016,-0.984375,0.17627
1535252458690457,-0.0776367,-0.981934,0.182129
1535252458706500,-0.0791016,-0.984375,0.183594
1535252458727662,-0.0922852,-0.984863,0.186523
1535252458749657,-0.0898438,-0.98877,0.185059
1535252458766661,-0.0810547,-0.991699,0.192383
1535252458790723,-0.0849609,-0.992676,0.183594
1535252458809774,-0.0810547,-0.985352,0.191895
1535252458826847,-0.0776367,-0.992188,0.182129
1535252458847875,-0.0844727,-0.994141,0.186523
1535252458869961,-0.0766602,-0.989258,0.18457
1535252458886073,-0.0844727,-0.987793,0.183105
1535252458907035,-0.0795898,-0.995605,0.183105
1535252458930125,-0.0844727,-1.0127,0.182129
1535252458948142,-0.0805664,-1.00488,0.17334
1535252458967193,-0.0952148,-0.991699,0.179199
1535252458990254,-0.101563,-0.995117,0.195801
1535252459008302,-0.100586,-0.996582,0.187988
1535252459027381,-0.111816,-0.999512,0.187012
1535252459050415,-0.11084,-1.00488,0.175781
1535252459067460,-0.112793,-0.986328,0.185547
1535252459087515,-0.126953,-0.973145,0.190918
1535252459109680,-0.126465,-0.969238,0.183594
1535252459127620,-0.135254,-0.987305,0.185059
1535252459147700,-0.140137,-0.985352,0.192383
1535252459170736,-0.146484,-0.980469,0.178223
1535252459194800,-0.142578,-0.966797,0.188477
1535252459210013,-0.142578,-0.969238,0.192871
1535252459230894,-0.140625,-0.965332,0.186035
1535252459247096,-0.144043,-0.966797,0.179688
1535252459270006,-0.136719,-0.96582,0.181152
1535252459291055,-0.138672,-0.962891,0.182129
1535252459307098,-0.138184,-0.970215,0.181641
1535252459329955,-0.14209,-0.967285,0.178711
1535252459350248,-0.134766,-0.976074,0.181152
1535252459367258,-0.137695,-0.980957,0.183105
1535252459390319,-0.147461,-0.987305,0.183105
1535252459410400,-0.14209,-1.00439,0.194824
1535252459427417,-0.109375,-1.00391,0.193359
1535252459449515,-0.0966797,-0.986328,0.188965
1535252459473126,-0.108398,-0.982422,0.184082
1535252459486575,-0.127441,-1.01416,0.176758
1535252459509637,-0.130859,-1.03369,0.179688
1535252459531697,-0.126953,-1.0249,0.203125
1535252459546737,-0.13623,-0.991211,0.191406
1535252459569949,-0.145996,-0.990723,0.194824
1535252459591855,-0.182617,-1.01416,0.191895
1535252459620931,-0.210938,-0.998535,0.200195
1535252459629956,-0.22168,-0.990723,0.188965
1535252459652096,-0.242676,-0.983887,0.199219
1535252459673106,-0.266602,-0.98291,0.200195
1535252459690117,-0.312988,-0.975098,0.203125
1535252459720079,-0.353027,-0.949219,0.210938
1535252459733232,-0.371094,-0.932617,0.200195
1535252459749274,-0.385254,-0.920898,0.183105
1535252459772336,-0.427246,-0.90332,0.1875
1535252459793392,-0.472168,-0.885742,0.202148
1535252459809435,-0.493652,-0.873047,0.195313
1535252459832498,-0.507813,-0.833496,0.174805
1535252459853551,-0.564453,-0.80127,0.17334
1535252459870010,-0.606445,-0.782715,0.193848
1535252459891652,-0.626465,-0.776367,0.189453
1535252459912709,-0.65625,-0.777832,0.174316
1535252459929754,-0.709473,-0.720703,0.188965
1535252459951889,-0.745605,-0.647949,0.186523
1535252459972869,-0.781738,-0.63623,0.182129
1535252459989915,-0.783203,-0.649902,0.171387
1535252460011973,-0.77832,-0.580566,0.160645
1535252460033314,-0.80127,-0.503418,0.167969
1535252460050074,-0.799805,-0.509766,0.138184
1535252460073138,-0.977539,-0.492676,0.100098
1535252460093219,-0.92627,-0.428711,0.00292969
1535252460109232,-0.649414,-0.432129,0.312988
1535252460132350,-1.10059,-0.385254,-0.0532227
1535252460153353,-1.01758,-0.446289,0.256836
1535252460169392,-0.825684,-0.368652,0.195313
1535252460192454,-0.928711,-0.333984,0.16748
1535252460220646,-0.938965,-0.318359,0.164063
1535252460228668,-0.928711,-0.313965,0.176758
1535252460252626,-0.944824,-0.314453,0.193848
1535252460280853,-0.947754,-0.285645,0.205566
1535252460288905,-0.933105,-0.230469,0.208984
1535252460311798,-0.958008,-0.25293,0.232422
1535252460332876,-0.972656,-0.248535,0.233398
1535252460348870,-0.932617,-0.205566,0.227051
