timestamp,roll,pitch,yaw
1535253195518264,-0.369561,-0.183929,1.43759
1535253195540824,-0.369561,-0.183929,1.43759
1535253195571479,-0.369561,-0.183929,1.43759
1535253195579426,-0.369561,-0.183929,1.43759
1535253195600984,-0.369561,-0.183929,1.43759
1535253195624545,-0.369561,-0.183929,1.43759
1535253195669667,-0.368671,-0.184042,1.43756
1535253195678690,-0.369022,-0.18439,1.43774
1535253195679693,-0.370229,-0.184668,1.43763
1535253195692226,-0.370319,-0.184761,1.43768
1535253195714786,-0.369719,-0.184776,1.43786
1535253195735843,-0.369719,-0.184776,1.43786
1535253195753890,-0.369719,-0.184776,1.43786
1535253195813548,-0.369719,-0.184776,1.43786
1535253195814051,-0.369719,-0.184776,1.43786
1535253195821570,-0.369719,-0.184776,1.43786
1535253195833205,-0.369719,-0.184776,1.43786
1535253195856663,-0.370061,-0.184986,1.43783
1535253195880226,-0.370577,-0.185187,1.43785
1535253195901300,-0.370667,-0.18528,1.4379
1535253195917842,-0.370667,-0.18528,1.4379
1535253195940404,-0.370667,-0.18528,1.4379
1535253195961540,-0.370667,-0.18528,1.4379
1535253195978003,-0.370667,-0.18528,1.4379
1535253196000563,-0.370667,-0.18528,1.4379
1535253196021620,-0.370235,-0.184977,1.43787
1535253196037662,-0.370235,-0.184977,1.43787
1535253196060221,-0.370142,-0.185056,1.43787
1535253196082782,-0.369715,-0.184948,1.4379
1535253196097821,-0.369715,-0.184948,1.4379
1535253196126429,-0.369715,-0.184948,1.4379
1535253196150462,-0.369805,-0.185041,1.43795
1535253196165502,-0.369805,-0.185041,1.43795
1535253196180542,-0.369621,-0.185026,1.4379
1535253196203102,-0.370132,-0.184917,1.43767
1535253196217138,-0.370222,-0.18501,1.43772
1535253196240428,-0.369522,-0.184795,1.43765
1535253196262760,-0.3697,-0.184615,1.43764
1535253196277299,-0.36979,-0.184708,1.43769
1535253196300378,-0.36979,-0.184708,1.43769
1535253196322939,-0.36979,-0.184708,1.43769
1535253196336975,-0.36979,-0.184708,1.43769
1535253196360538,-0.36979,-0.184708,1.43769
1535253196382596,-0.36927,-0.184678,1.43772
1535253196404157,-0.36927,-0.184678,1.43772
1535253196427766,-0.369177,-0.184757,1.43771
1535253196442757,-0.369177,-0.184757,1.43771
1535253196457298,-0.369177,-0.184757,1.43771
1535253196480357,-0.369177,-0.184757,1.43771
1535253196502921,-0.369177,-0.184757,1.43771
1535253196516954,-0.369177,-0.184757,1.43771
1535253196540517,-0.369083,-0.184835,1.43771
1535253196563076,-0.369083,-0.184835,1.43771
1535253196584132,-0.369083,-0.184835,1.43771
1535253196600176,-0.369083,-0.184835,1.43771
1535253196622737,-0.368993,-0.184742,1.43766
1535253196643792,-0.368993,-0.184742,1.43766
1535253196660378,-0.368993,-0.184742,1.43766
1535253196682896,-0.369083,-0.184835,1.43771
1535253196705457,-0.369083,-0.184835,1.43771
1535253196720547,-0.369083,-0.184835,1.43771
1535253196743055,-0.369083,-0.184835,1.43771
1535253196764112,-0.369083,-0.184835,1.43771
1535253196787676,-0.369083,-0.184835,1.43771
1535253196802213,-0.368989,-0.184914,1.43771
1535253196825276,-0.368899,-0.184821,1.43766
1535253196847885,-0.368899,-0.184821,1.43766
