timestamp,x,y,z
1535263974157081,0.0976563,-0.960938,-0.246094
1535263974172121,0.0996094,-0.964844,-0.245605
1535263974194876,0.102051,-0.947754,-0.252441
1535263974225819,0.101563,-0.965332,-0.246094
1535263974232303,0.0957031,-0.984863,-0.251953
1535263974255914,0.108398,-0.959961,-0.254883
1535263974276969,0.0996094,-0.944336,-0.255859
1535263974301034,0.0952148,-0.959473,-0.249023
1535263974345652,0.0898438,-0.980469,-0.245117
1535263974354676,0.0986328,-0.969727,-0.25
1535263974355692,0.100098,-0.952637,-0.246582
1535263974368714,0.0947266,-0.959473,-0.247559
1535263974390773,0.101074,-0.973633,-0.240234
1535263974408319,0.101563,-0.96582,-0.252441
1535263974430378,0.0917969,-0.965332,-0.245117
1535263974482244,0.0942383,-0.967285,-0.246582
1535263974483018,0.107422,-0.956543,-0.243652
1535263974490036,0.101563,-0.958496,-0.244629
1535263974510089,0.101074,-0.949219,-0.25
1535263974525631,0.0927734,-0.96875,-0.240723
1535263974556714,0.0981445,-0.966797,-0.237793
1535263974577769,0.0991211,-0.955078,-0.250977
1535263974593812,0.0961914,-0.959961,-0.242188
1535263974616449,0.101563,-0.963867,-0.23291
1535263974637428,0.0991211,-0.955566,-0.250977
1535263974654013,0.102051,-0.962891,-0.249023
1535263974676671,0.104492,-0.964844,-0.244141
1535263974697590,0.107422,-0.960938,-0.25
1535263974714132,0.0996094,-0.970703,-0.243652
1535263974736693,0.101074,-0.96875,-0.245117
1535263974757748,0.105957,-0.962402,-0.243164
1535263974781842,0.111816,-0.961914,-0.243164
1535263974796795,0.10791,-0.97168,-0.240234
1535263974818911,0.102539,-0.958008,-0.240723
1535263974833952,0.105957,-0.955078,-0.246094
1535263974856511,0.101074,-0.972656,-0.240723
1535263974877566,0.100586,-0.955566,-0.248047
1535263974894112,0.11377,-0.949707,-0.243164
1535263974916678,0.108398,-0.956055,-0.236816
1535263974937789,0.10791,-0.95752,-0.236816
1535263974954271,0.0961914,-0.964844,-0.228516
1535263974976353,0.0849609,-0.954102,-0.242188
1535263974998890,0.081543,-0.958496,-0.238281
