timestamp,x,y,z,w
1535253195518264,-0.0782471,-0.188416,0.631836,0.747742
1535253195540824,-0.0782471,-0.188416,0.631836,0.747742
1535253195571479,-0.0782471,-0.188416,0.631836,0.747742
1535253195579426,-0.0782471,-0.188416,0.631836,0.747742
1535253195600984,-0.0782471,-0.188416,0.631836,0.747742
1535253195624545,-0.0782471,-0.188416,0.631836,0.747742
1535253195669667,-0.0778809,-0.188171,0.631897,0.747803
1535253195678690,-0.0778809,-0.188416,0.631897,0.747742
1535253195679693,-0.0782471,-0.188904,0.631714,0.747681
1535253195692226,-0.0782471,-0.188965,0.631714,0.747681
1535253195714786,-0.0780029,-0.188782,0.631836,0.747681
1535253195735843,-0.0780029,-0.188782,0.631836,0.747681
1535253195753890,-0.0780029,-0.188782,0.631836,0.747681
1535253195813548,-0.0780029,-0.188782,0.631836,0.747681
1535253195814051,-0.0780029,-0.188782,0.631836,0.747681
1535253195821570,-0.0780029,-0.188782,0.631836,0.747681
1535253195833205,-0.0780029,-0.188782,0.631836,0.747681
1535253195856663,-0.078064,-0.188965,0.631775,0.747681
1535253195880226,-0.078186,-0.189209,0.631714,0.74762
1535253195901300,-0.078186,-0.18927,0.631714,0.74762
1535253195917842,-0.078186,-0.18927,0.631714,0.74762
1535253195940404,-0.078186,-0.18927,0.631714,0.74762
1535253195961540,-0.078186,-0.18927,0.631714,0.74762
1535253195978003,-0.078186,-0.18927,0.631714,0.74762
1535253196000563,-0.078186,-0.18927,0.631714,0.74762
1535253196021620,-0.078125,-0.189026,0.631775,0.74762
1535253196037662,-0.078125,-0.189026,0.631775,0.74762
1535253196060221,-0.078064,-0.189026,0.631775,0.74762
1535253196082782,-0.0779419,-0.188843,0.631836,0.747681
1535253196097821,-0.0779419,-0.188843,0.631836,0.747681
1535253196126429,-0.0779419,-0.188843,0.631836,0.747681
1535253196150462,-0.0779419,-0.188904,0.631836,0.747681
1535253196165502,-0.0779419,-0.188904,0.631836,0.747681
1535253196180542,-0.0778809,-0.188843,0.631836,0.747681
1535253196203102,-0.078125,-0.188965,0.631714,0.747681
1535253196217138,-0.078125,-0.189026,0.631714,0.747681
1535253196240428,-0.0779419,-0.188721,0.631775,0.747742
1535253196262760,-0.078064,-0.188721,0.631775,0.747681
1535253196277299,-0.078064,-0.188782,0.631775,0.747681
1535253196300378,-0.078064,-0.188782,0.631775,0.747681
1535253196322939,-0.078064,-0.188782,0.631775,0.747681
1535253196336975,-0.078064,-0.188782,0.631775,0.747681
1535253196360538,-0.078064,-0.188782,0.631775,0.747681
1535253196382596,-0.0778809,-0.188599,0.631836,0.747742
1535253196404157,-0.0778809,-0.188599,0.631836,0.747742
1535253196427766,-0.0778198,-0.188599,0.631836,0.747742
1535253196442757,-0.0778198,-0.188599,0.631836,0.747742
1535253196457298,-0.0778198,-0.188599,0.631836,0.747742
1535253196480357,-0.0778198,-0.188599,0.631836,0.747742
1535253196502921,-0.0778198,-0.188599,0.631836,0.747742
1535253196516954,-0.0778198,-0.188599,0.631836,0.747742
1535253196540517,-0.0777588,-0.188599,0.631836,0.747742
1535253196563076,-0.0777588,-0.188599,0.631836,0.747742
1535253196584132,-0.0777588,-0.188599,0.631836,0.747742
1535253196600176,-0.0777588,-0.188599,0.631836,0.747742
1535253196622737,-0.0777588,-0.188538,0.631836,0.747742
1535253196643792,-0.0777588,-0.188538,0.631836,0.747742
1535253196660378,-0.0777588,-0.188538,0.631836,0.747742
1535253196682896,-0.0777588,-0.188599,0.631836,0.747742
1535253196705457,-0.0777588,-0.188599,0.631836,0.747742
1535253196720547,-0.0777588,-0.188599,0.631836,0.747742
1535253196743055,-0.0777588,-0.188599,0.631836,0.747742
1535253196764112,-0.0777588,-0.188599,0.631836,0.747742
1535253196787676,-0.0777588,-0.188599,0.631836,0.747742
1535253196802213,-0.0776978,-0.188599,0.631836,0.747742
1535253196825276,-0.0776978,-0.188538,0.631836,0.747742
1535253196847885,-0.0776978,-0.188538,0.631836,0.747742
1535253196862373,-0.0776978,-0.188538,0.631836,0.747742
1535253196885440,-0.0776978,-0.188538,0.631836,0.747742
1535253196907995,-0.0776978,-0.188538,0.631836,0.747742
1535253196922541,-0.0776367,-0.188538,0.631836,0.747803
1535253196959129,-0.0776367,-0.188538,0.631836,0.747803
1535253196982693,-0.0776367,-0.188538,0.631836,0.747803
1535253196985200,-0.0775757,-0.188538,0.631836,0.747803
1535253197005258,-0.0776978,-0.188599,0.631775,0.747803
1535253197027813,-0.0776978,-0.188599,0.631775,0.747803
1535253197042352,-0.0776367,-0.188599,0.631775,0.747803
1535253197065413,-0.0776367,-0.188599,0.631775,0.747803
1535253197088095,-0.0776367,-0.188538,0.631775,0.747803
1535253197109029,-0.0776367,-0.188599,0.631775,0.747803
1535253197125573,-0.0776367,-0.188599,0.631775,0.747803
1535253197147719,-0.0776367,-0.188599,0.631775,0.747803
1535253197168956,-0.0775757,-0.188599,0.631775,0.747803
1535253197185232,-0.0775757,-0.188538,0.631775,0.747803
1535253197207792,-0.0776367,-0.188721,0.631775,0.747803
1535253197228848,-0.0776367,-0.188721,0.631714,0.747803
1535253197245394,-0.0776367,-0.188782,0.631714,0.747803
1535253197267952,-0.0776367,-0.188416,0.631775,0.747864
1535253197296528,-0.0775757,-0.188416,0.631775,0.747864
1535253197305553,-0.0775757,-0.188416,0.631775,0.747864
1535253197327610,-0.0776978,-0.188293,0.631775,0.747864
1535253197348666,-0.0777588,-0.187988,0.631836,0.747864
1535253197365259,-0.0777588,-0.187744,0.631836,0.747986
1535253197387773,-0.0776367,-0.187317,0.631836,0.748047
1535253197408827,-0.0775757,-0.186951,0.631836,0.748169
1535253197425376,-0.0775757,-0.186584,0.631775,0.748291
1535253197447932,-0.0774536,-0.186218,0.631714,0.748474
1535253197468996,-0.0770874,-0.185913,0.631592,0.748657
1535253197493052,-0.0768433,-0.185486,0.631592,0.74884
1535253197515641,-0.0765381,-0.184814,0.631592,0.749023
1535253197537686,-0.0761719,-0.184387,0.631531,0.749207
1535253197545476,-0.0757446,-0.184021,0.631409,0.749451
1535253197567755,-0.074707,-0.183228,0.631409,0.749756
1535253197597910,-0.0740356,-0.182495,0.63147,0.749939
1535253197605350,-0.0734253,-0.181946,0.63147,0.750122
1535253197627910,-0.072876,-0.181519,0.631348,0.750366
1535253197650472,-0.0723877,-0.181335,0.631348,0.750488
1535253197664507,-0.0721436,-0.181274,0.631287,0.750549
1535253197688069,-0.0716553,-0.181091,0.631287,0.750671
1535253197710129,-0.0706787,-0.180481,0.631165,0.750977
1535253197724667,-0.0698242,-0.179626,0.631042,0.751343
1535253197747731,-0.069458,-0.179504,0.63092,0.751587
1535253197770291,-0.0691528,-0.179565,0.630737,0.751709
1535253197791348,-0.0689087,-0.179382,0.630615,0.751892
1535253197815433,-0.0688477,-0.179321,0.630371,0.752075
1535253197830527,-0.0688477,-0.179382,0.630188,0.752258
1535253197844987,-0.0688477,-0.179382,0.630188,0.752258
1535253197868049,-0.0685425,-0.179199,0.630249,0.752258
1535253197890626,-0.0682983,-0.178833,0.630249,0.75238
1535253197904646,-0.0682983,-0.178772,0.630249,0.75238
1535253197927708,-0.0684204,-0.178955,0.630249,0.752319
1535253197950268,-0.0685425,-0.179199,0.63031,0.752197
1535253197964806,-0.0686646,-0.179443,0.630371,0.752075
1535253197987868,-0.0686035,-0.179382,0.630371,0.752075
1535253197993382,-0.0689697,-0.179626,0.63031,0.752075
1535253198015943,-0.0692749,-0.179993,0.63031,0.751953
1535253198033489,-0.069458,-0.180054,0.630249,0.751953
1535253198060562,-0.0697632,-0.180298,0.630188,0.751953
1535253198075602,-0.0700684,-0.180664,0.630127,0.751892
1535253198093677,-0.0703125,-0.180847,0.630066,0.751831
1535253198113231,-0.0704956,-0.180969,0.630005,0.751892
1535253198135761,-0.0707397,-0.181091,0.629944,0.751892
1535253198153837,-0.0710449,-0.18103,0.629822,0.751953
1535253198173421,-0.0713501,-0.180847,0.629639,0.752075
1535253198195977,-0.0718994,-0.180908,0.629395,0.752258
1535253198213469,-0.0727539,-0.181274,0.629456,0.752014
1535253198233021,-0.0725098,-0.180847,0.6297,0.752014
1535253198255581,-0.0715332,-0.179626,0.629944,0.752136
1535253198273629,-0.0714722,-0.179565,0.629944,0.752197
1535253198293218,-0.0717773,-0.179932,0.629883,0.752075
1535253198315750,-0.0718994,-0.180664,0.6297,0.752075
1535253198333792,-0.0722046,-0.181335,0.6297,0.751831
1535253198353380,-0.0720215,-0.181519,0.630127,0.751465
1535253198375942,-0.071167,-0.180725,0.630432,0.751526
1535253198398499,-0.0708008,-0.180237,0.630432,0.751648
1535253198413534,-0.0708618,-0.180786,0.63031,0.751648
1535253198435608,-0.0710449,-0.181335,0.630249,0.751526
1535253198458123,-0.071228,-0.18158,0.630249,0.751465
1535253198473286,-0.071228,-0.18158,0.630249,0.751465
1535253198495760,-0.071228,-0.18158,0.630249,0.751465
1535253198518282,-0.071228,-0.18158,0.630249,0.751465
1535253198533320,-0.071228,-0.18158,0.630249,0.751465
1535253198555881,-0.071106,-0.181641,0.630371,0.751343
1535253198578487,-0.0708008,-0.181641,0.630493,0.751282
1535253198593521,-0.0707397,-0.18158,0.630493,0.751282
1535253198616044,-0.0707397,-0.18158,0.630493,0.751282
1535253198638600,-0.0706787,-0.18158,0.630493,0.751282
1535253198653140,-0.0708008,-0.181763,0.630432,0.751282
1535253198675697,-0.0709229,-0.182068,0.630249,0.751343
1535253198698297,-0.071106,-0.182434,0.630188,0.751343
1535253198713329,-0.071106,-0.182495,0.630188,0.751343
1535253198735908,-0.0707397,-0.182251,0.630127,0.751404
1535253198758475,-0.0707397,-0.182251,0.630127,0.751404
1535253198773480,-0.0706787,-0.18219,0.630188,0.751404
1535253198796041,-0.0708618,-0.182495,0.630127,0.751343
1535253198818148,-0.0708618,-0.182556,0.630127,0.751343
1535253198833191,-0.0708618,-0.182556,0.630127,0.751343
1535253198855783,-0.0708618,-0.182556,0.630127,0.751343
1535253198881318,-0.0708618,-0.182556,0.630127,0.751343
1535253198893362,-0.0708618,-0.182556,0.630127,0.751343
1535253198918933,-0.0706177,-0.182434,0.63031,0.751221
1535253198938456,-0.0702515,-0.181824,0.630676,0.75116
1535253198953503,-0.0699463,-0.181458,0.630798,0.75116
1535253198976020,-0.0698853,-0.181396,0.630798,0.75116
1535253198998119,-0.0701904,-0.181763,0.630615,0.751221
1535253199013133,-0.0705566,-0.182373,0.630371,0.751221
