timestamp,roll,pitch,yaw
1535251498483228,-0.567234,-0.0259779,-2.29518
1535251498507292,-0.565689,-0.0266347,-2.29361
1535251498522367,-0.566603,-0.0281921,-2.29316
1535251498543424,-0.567028,-0.0289544,-2.29355
1535251498566986,-0.56778,-0.0299285,-2.29324
1535251498582026,-0.568571,-0.0303495,-2.29204
1535251498604587,-0.569412,-0.0311385,-2.29075
1535251498657880,-0.569938,-0.0325616,-2.29069
1535251498658929,-0.572179,-0.0336799,-2.29028
1535251498659733,-0.569625,-0.0334458,-2.28788
1535251498671811,-0.564591,-0.0330023,-2.28572
1535251498695356,-0.562323,-0.0329365,-2.28583
1535251498709418,-0.562811,-0.0331571,-2.28588
1535251498732954,-0.563126,-0.0330959,-2.28471
1535251498778576,-0.563119,-0.0327461,-2.28343
1535251498779516,-0.56471,-0.0333628,-2.28323
1535251498793898,-0.566616,-0.0339552,-2.28341
1535251498813168,-0.566737,-0.0344333,-2.28234
1535251498829712,-0.565639,-0.0347963,-2.28135
1535251498853830,-0.565686,-0.0353509,-2.28091
1535251498873329,-0.565921,-0.0351316,-2.28051
1535251498891377,-0.56531,-0.0349176,-2.27927
1535251498913935,-0.563491,-0.0352834,-2.27863
1535251498933488,-0.562398,-0.0360754,-2.27919
1535251498951202,-0.562932,-0.0363968,-2.28018
1535251498973595,-0.563834,-0.0371018,-2.28017
1535251498993157,-0.565636,-0.0375567,-2.2797
1535251499011243,-0.567446,-0.0382105,-2.27998
1535251499033755,-0.567724,-0.0382042,-2.2799
1535251499053307,-0.566237,-0.0381423,-2.28026
1535251499071355,-0.566292,-0.0378316,-2.28073
1535251499099931,-0.56537,-0.0370056,-2.28082
1535251499113526,-0.562884,-0.0363776,-2.28155
1535251499138607,-0.562885,-0.0352787,-2.2826
1535251499153573,-0.564685,-0.0338408,-2.28288
1535251499174640,-0.566121,-0.0325525,-2.28265
1535251499191453,-0.565571,-0.0313474,-2.28244
1535251499213902,-0.56488,-0.0299934,-2.282
1535251499234914,-0.564248,-0.0299957,-2.28048
1535251499251334,-0.564137,-0.0304658,-2.279
1535251499273894,-0.563091,-0.0297233,-2.27817
1535251499294950,-0.560269,-0.0285737,-2.27745
1535251499310993,-0.558503,-0.0272639,-2.27691
1535251499333683,-0.557741,-0.0257615,-2.27629
1535251499354608,-0.558465,-0.0242079,-2.27593
1535251499372676,-0.559988,-0.0225433,-2.27549
1535251499393732,-0.561298,-0.0211477,-2.2747
1535251499414829,-0.561873,-0.0206149,-2.27374
1535251499435862,-0.561837,-0.0198373,-2.27243
1535251499453935,-0.558273,-0.0186896,-2.27095
1535251499476112,-0.554674,-0.0176434,-2.26929
1535251499496047,-0.554284,-0.0173347,-2.26705
1535251499519902,-0.551165,-0.0169651,-2.26503
1535251499534651,-0.546014,-0.0169011,-2.26372
1535251499557237,-0.544668,-0.0168846,-2.26343
1535251499579798,-0.546848,-0.0175012,-2.26171
1535251499596341,-0.544647,-0.0177828,-2.25849
1535251499615895,-0.536749,-0.0184622,-2.2571
1535251499633440,-0.535305,-0.0182359,-2.25793
1535251499656502,-0.541619,-0.0198992,-2.25641
1535251499676054,-0.54438,-0.0218162,-2.2502
1535251499694102,-0.536935,-0.0222565,-2.24604
1535251499723680,-0.528272,-0.0215818,-2.24642
1535251499736715,-0.533608,-0.0232354,-2.24899
1535251499760310,-0.537054,-0.0225873,-2.2454
1535251499782838,-0.534617,-0.021623,-2.23957
1535251499797878,-0.530438,-0.0202151,-2.2394
1535251499818936,-0.532412,-0.0192344,-2.24191
1535251499835478,-0.536747,-0.0203787,-2.24292
1535251499858038,-0.537174,-0.0197278,-2.23866
1535251499886613,-0.533073,-0.0189246,-2.23512
1535251499901152,-0.526937,-0.0166872,-2.23513
1535251499925216,-0.523148,-0.014798,-2.23538
1535251499938752,-0.525925,-0.0141378,-2.23532
1535251499954795,-0.534696,-0.0141433,-2.23494
1535251499977857,-0.538499,-0.0118957,-2.23397
1535251500006433,-0.536436,-0.0089576,-2.23556
1535251500014955,-0.532963,-0.00616358,-2.23981
1535251500038016,-0.532976,-0.00430705,-2.24332
1535251500060576,-0.537529,-0.00376747,-2.24629
1535251500074614,-0.544951,-0.00354242,-2.24866
1535251500097675,-0.549976,-0.00236094,-2.25101
1535251500120606,-0.54901,0.000200182,-2.25325
1535251500134806,-0.544828,0.00250028,-2.25549
1535251500157835,-0.541389,0.0036988,-2.25688
1535251500180896,-0.540142,0.00519732,-2.25795
1535251500194933,-0.540933,0.00711569,-2.25894
1535251500217997,-0.543008,0.00836634,-2.25998
1535251500240555,-0.545478,0.00869383,-2.26148
1535251500254592,-0.548617,0.00890501,-2.26348
1535251500277805,-0.551368,0.00874614,-2.26564
1535251500300214,-0.553035,0.00866266,-2.26817
1535251500314753,-0.553958,0.0080191,-2.27095
1535251500337814,-0.554867,0.00669878,-2.27411
1535251500360432,-0.557362,0.00582055,-2.27633
1535251500374912,-0.55899,0.0045906,-2.27788
1535251500397992,-0.560729,0.00378461,-2.27812
1535251500420534,-0.562209,0.00398157,-2.27691
1535251500434581,-0.561748,0.00459302,-2.27502
1535251500458133,-0.560172,0.00467591,-2.27171
1535251500480368,-0.55649,0.00451882,-2.26727
1535251500501248,-0.550467,0.00530216,-2.2625
1535251500518123,-0.544138,0.00739045,-2.25686
1535251500540353,-0.538848,0.00779836,-2.25293
1535251500561466,-0.536481,0.00755866,-2.24919
1535251500577952,-0.533856,0.007809,-2.24475
1535251500600540,-0.529247,0.00951792,-2.2401
1535251500621568,-0.528738,0.00879414,-2.23828
1535251500638113,-0.53225,0.00638582,-2.23738
1535251500660279,-0.533802,0.00472708,-2.2349
1535251500681228,-0.530174,0.0038857,-2.23254
1535251500697845,-0.527936,0.00176346,-2.23165
1535251500720332,-0.527742,-0.00133717,-2.23183
1535251500742891,-0.528277,-0.00296584,-2.23151
1535251500758067,-0.526481,-0.0028403,-2.22989
1535251500780492,-0.524887,-0.00303336,-2.22874
1535251500801546,-0.523709,-0.00474634,-2.23038
1535251500818090,-0.527473,-0.00663239,-2.23114
1535251500840651,-0.530119,-0.00800496,-2.2311
1535251500861205,-0.530003,-0.00738681,-2.23067
1535251500877839,-0.530668,-0.00821868,-2.23286
1535251500900312,-0.537458,-0.0100448,-2.23518
1535251500921532,-0.539558,-0.00979573,-2.2344
1535251500937408,-0.535778,-0.00876056,-2.23369
1535251500960471,-0.52927,-0.00830706,-2.2354
1535251500983031,-0.525417,-0.00781167,-2.23811
1535251500998121,-0.527329,-0.00808483,-2.23942
1535251501020129,-0.53193,-0.00798867,-2.2416
1535251501042688,-0.534807,-0.00749515,-2.24434
1535251501057736,-0.534537,-0.00636925,-2.24746
1535251501080289,-0.534194,-0.00494323,-2.25042
1535251501102848,-0.535486,-0.00284441,-2.2532
1535251501117390,-0.538442,-0.00185336,-2.25469
1535251501140452,-0.536605,-0.00117348,-2.25671
1535251501163057,-0.530738,-0.000190303,-2.25932
1535251501177046,-0.526535,0.000298247,-2.26107
1535251501200608,-0.525299,0.001158,-2.26191
1535251501223169,-0.527049,0.00287655,-2.26275
1535251501237206,-0.529576,0.00425274,-2.26309
1535251501260269,-0.531293,0.00529283,-2.26325
1535251501290350,-0.530814,0.00641099,-2.26294
1535251501297368,-0.529522,0.00646125,-2.26209
1535251501320428,-0.527359,0.00635151,-2.2608
1535251501349123,-0.525353,0.00612519,-2.25967
1535251501357571,-0.522632,0.006606,-2.25828
1535251501387670,-0.51618,0.00682416,-2.25647
1535251501403148,-0.512,0.00708321,-2.25538
1535251501417241,-0.515998,0.00635396,-2.2553
1535251501440248,-0.520723,0.00617569,-2.25288
1535251501463312,-0.522511,0.00678537,-2.25064
1535251501484386,-0.522927,0.00744804,-2.24946
1535251501500412,-0.524146,0.00696537,-2.24924
1535251501522998,-0.522636,0.00762203,-2.24881
1535251501544022,-0.518121,0.00972015,-2.24542
1535251501560572,-0.510774,0.0118279,-2.24203
1535251501583126,-0.504775,0.0137586,-2.24123
1535251501604329,-0.507391,0.014651,-2.24265
1535251501621228,-0.513084,0.0142423,-2.24244
1535251501642793,-0.514861,0.0152286,-2.23881
1535251501663940,-0.512746,0.0160318,-2.2356
1535251501680437,-0.50859,0.0168625,-2.23645
1535251501702955,-0.505941,0.0176662,-2.23916
1535251501724001,-0.506698,0.0180137,-2.24083
1535251501740545,-0.510979,0.0182531,-2.24037
1535251501763104,-0.516001,0.0188915,-2.23925
1535251501786669,-0.517629,0.0197668,-2.23942
1535251501807725,-0.514316,0.0207286,-2.24138
1535251501830285,-0.510897,0.0216614,-2.24369
1535251501844330,-0.511204,0.022187,-2.2449
1535251501860420,-0.514371,0.0221579,-2.2455
1535251501882946,-0.519193,0.022151,-2.24639
1535251501904049,-0.522001,0.0223032,-2.24825
1535251501920524,-0.521864,0.0225574,-2.25065
1535251501943084,-0.521891,0.0222293,-2.25293
1535251501965647,-0.523564,0.0216535,-2.25542
1535251501986699,-0.526867,0.0209365,-2.25767
1535251502002745,-0.53029,0.0203342,-2.25969
1535251502025307,-0.531878,0.0191203,-2.26273
1535251502040343,-0.533137,0.0175341,-2.26559
1535251502062909,-0.536288,0.0160951,-2.26705
1535251502085471,-0.540725,0.0147236,-2.26789
1535251502100002,-0.543777,0.0133591,-2.26891
1535251502123065,-0.544348,0.0116582,-2.26943
1535251502145623,-0.543059,0.0106176,-2.26899
1535251502159746,-0.541246,0.0107468,-2.26752
1535251502190775,-0.539636,0.0115832,-2.26481
